name Oct4 Sox2 Nanog EpiTFs Lefty1 Pitx2 Esrrb
pert_616 4.49 35.779 5.694 -5.162999999999999 4.985 -3.991 3.28
pert_617 6.69 35.779 7.3389999999999995 -6.492999999999999 4.64 -4.571000000000001 5.0489999999999995
pert_618 39.789 35.779 7.2860000000000005 -3.0069999999999997 8.107000000000001 -5.398 0.9790000000000001
pert_619 39.789 35.779 9.552 -5.155 7.315 -6.119 3.783
pert_620 39.789 35.779 10.454 -6.01 7.0 -6.407 4.899
pert_623 -17.053 35.779 -1.8840000000000001 -6.808 3.388 -3.134 4.625
pert_625 1.4669999999999999 35.779 -1.656 -5.043 5.256 -3.66 2.594
pert_626 3.826 35.779 0.023 -6.502999999999999 4.881 -4.292 4.526
pert_627 39.789 35.779 0.369 -2.977 8.544 -5.279 0.45299999999999996
pert_628 39.789 35.779 2.381 -5.032 7.795 -5.968 3.1260000000000003
pert_629 39.789 35.779 3.3080000000000003 -5.978 7.4510000000000005 -6.285 4.356
pert_632 -17.053 35.779 -0.83 -6.813 3.322 -3.1519999999999997 4.705
pert_634 1.685 35.779 -0.912 -5.056 5.222 -3.6889999999999996 2.6630000000000003
pert_635 4.109 35.779 1.065 -6.504 4.837 -4.325 4.602
pert_636 39.789 35.779 0.695 -2.978 8.523 -5.285 0.478
pert_637 39.789 35.779 3.148 -5.045 7.744 -5.984 3.196
pert_638 39.789 35.779 4.26 -5.982 7.391 -6.301 4.428999999999999
pert_641 -17.053 35.779 0.308 -6.818 3.25 -3.1719999999999997 4.792
pert_643 2.137 35.779 0.634 -5.081 5.152 -3.747 2.807
pert_644 4.436 35.779 2.27 -6.504 4.7860000000000005 -4.363 4.69
pert_645 39.789 35.779 2.56 -2.986 8.405 -5.317 0.62
pert_646 39.789 35.779 4.601 -5.07 7.647 -6.015 3.33
pert_647 39.789 35.779 5.499 -5.9879999999999995 7.313 -6.322 4.523
pert_648 -17.053 35.779 35.281 -3.985 1.949 -2.8139999999999996 3.77
pert_649 -17.053 35.779 35.281 -5.712999999999999 1.4240000000000002 -3.366 5.898
pert_650 -17.053 35.779 35.281 -6.973 1.042 -3.7689999999999997 7.45
pert_651 4.476 35.779 35.281 -3.662 3.612 -3.9739999999999998 3.5189999999999997
pert_652 7.528 35.779 35.281 -5.662000000000001 3.227 -4.792 6.002000000000001
pert_653 8.934 35.779 35.281 -6.582999999999999 3.049 -5.169 7.146
pert_654 39.789 35.779 35.281 -3.1319999999999997 6.34 -5.876 3.1069999999999998
pert_655 39.789 35.779 35.281 -5.593999999999999 5.5920000000000005 -6.662999999999999 6.138999999999999
pert_656 39.789 35.779 35.281 -6.12 5.432 -6.831 6.7860000000000005
pert_657 -17.053 35.779 35.281 -3.985 1.949 -2.8139999999999996 3.77
pert_658 -17.053 35.779 35.281 -5.712999999999999 1.4240000000000002 -3.366 5.898
pert_659 -17.053 35.779 35.281 -6.973 1.042 -3.7689999999999997 7.45
pert_660 4.666 35.779 35.281 -3.659 3.627 -3.984 3.517
pert_661 7.797000000000001 35.779 35.281 -5.6610000000000005 3.2460000000000004 -4.8069999999999995 6.002999999999999
pert_662 9.231 35.779 35.281 -6.579 3.072 -5.185 7.143
pert_663 39.789 35.779 35.281 -3.1319999999999997 6.34 -5.876 3.1069999999999998
pert_664 39.789 35.779 35.281 -5.593999999999999 5.5920000000000005 -6.662999999999999 6.138999999999999
pert_665 39.789 35.779 35.281 -6.12 5.432 -6.831 6.7860000000000005
pert_666 -17.053 35.779 35.281 -3.985 1.949 -2.8139999999999996 3.77
pert_667 -17.053 35.779 35.281 -5.712999999999999 1.4240000000000002 -3.366 5.898
pert_668 -17.053 35.779 35.281 -6.973 1.042 -3.7689999999999997 7.45
pert_669 4.901 35.779 35.281 -3.655 3.645 -3.9960000000000004 3.514
pert_670 7.961 35.779 35.281 -5.6610000000000005 3.258 -4.817 6.004
pert_671 9.357999999999999 35.779 35.281 -6.577000000000001 3.082 -5.192 7.141
pert_672 39.789 35.779 35.281 -3.1319999999999997 6.34 -5.876 3.1069999999999998
pert_673 39.789 35.779 35.281 -5.593999999999999 5.5920000000000005 -6.662999999999999 6.138999999999999
pert_674 39.789 35.779 35.281 -6.12 5.432 -6.831 6.7860000000000005
pert_675 -17.053 35.779 35.281 -3.985 1.949 -2.8139999999999996 3.77
pert_676 -17.053 35.779 35.281 -5.712999999999999 1.4240000000000002 -3.366 5.898
pert_677 -17.053 35.779 35.281 -6.973 1.042 -3.7689999999999997 7.45
pert_678 4.34 35.779 35.281 -3.6639999999999997 3.6010000000000004 -3.966 3.52
pert_679 7.428 35.779 35.281 -5.662000000000001 3.219 -4.7860000000000005 6.002000000000001
pert_680 8.853 35.779 35.281 -6.584 3.043 -5.164 7.147
pert_681 39.789 35.779 35.281 -3.1319999999999997 6.34 -5.876 3.1069999999999998
pert_682 39.789 35.779 35.281 -5.593999999999999 5.5920000000000005 -6.662999999999999 6.138999999999999
pert_683 39.789 35.779 35.281 -6.12 5.432 -6.831 6.7860000000000005
pert_684 -17.053 35.779 35.281 -3.985 1.949 -2.8139999999999996 3.77
pert_685 -17.053 35.779 35.281 -5.712999999999999 1.4240000000000002 -3.366 5.898
pert_686 -17.053 35.779 35.281 -6.973 1.042 -3.7689999999999997 7.45
pert_687 4.53 35.779 35.281 -3.661 3.616 -3.9760000000000004 3.5180000000000002
pert_688 7.697 35.779 35.281 -5.6610000000000005 3.239 -4.802 6.002999999999999
pert_689 9.151 35.779 35.281 -6.58 3.0660000000000003 -5.181 7.144
pert_690 39.789 35.779 35.281 -3.1319999999999997 6.34 -5.876 3.1069999999999998
pert_691 39.789 35.779 35.281 -5.593999999999999 5.5920000000000005 -6.662999999999999 6.138999999999999
pert_692 39.789 35.779 35.281 -6.12 5.432 -6.831 6.7860000000000005
pert_693 -17.053 35.779 35.281 -3.985 1.949 -2.8139999999999996 3.77
pert_694 -17.053 35.779 35.281 -5.712999999999999 1.4240000000000002 -3.366 5.898
pert_695 -17.053 35.779 35.281 -6.973 1.042 -3.7689999999999997 7.45
pert_696 4.763999999999999 35.779 35.281 -3.657 3.634 -3.989 3.515
pert_697 7.861000000000001 35.779 35.281 -5.6610000000000005 3.2510000000000003 -4.811 6.004
pert_698 9.277999999999999 35.779 35.281 -6.577999999999999 3.076 -5.187 7.142
pert_699 39.789 35.779 35.281 -3.1319999999999997 6.34 -5.876 3.1069999999999998
pert_700 39.789 35.779 35.281 -5.593999999999999 5.5920000000000005 -6.662999999999999 6.138999999999999
pert_701 39.789 35.779 35.281 -6.12 5.432 -6.831 6.7860000000000005
pert_702 -17.053 35.779 35.281 -3.985 1.949 -2.8139999999999996 3.77
pert_703 -17.053 35.779 35.281 -5.712999999999999 1.4240000000000002 -3.366 5.898
pert_704 -17.053 35.779 35.281 -6.973 1.042 -3.7689999999999997 7.45
pert_705 2.283 35.779 35.281 -3.695 3.443 -3.855 3.5439999999999996
pert_706 5.292000000000001 35.779 35.281 -5.666 3.063 -4.662 5.992999999999999
pert_707 6.7410000000000005 35.779 35.281 -6.6160000000000005 2.88 -5.051 7.172000000000001
pert_708 39.789 35.779 35.281 -3.1319999999999997 6.34 -5.876 3.1069999999999998
pert_709 39.789 35.779 35.281 -5.593999999999999 5.5920000000000005 -6.662999999999999 6.138999999999999
pert_710 39.789 35.779 35.281 -6.12 5.432 -6.831 6.7860000000000005
pert_711 -17.053 35.779 35.281 -3.985 1.949 -2.8139999999999996 3.77
pert_712 -17.053 35.779 35.281 -5.712999999999999 1.4240000000000002 -3.366 5.898
pert_713 -17.053 35.779 35.281 -6.973 1.042 -3.7689999999999997 7.45
pert_714 2.475 35.779 35.281 -3.6919999999999997 3.457 -3.866 3.542
pert_715 5.561 35.779 35.281 -5.666 3.082 -4.678 5.994
pert_716 7.04 35.779 35.281 -6.612 2.903 -5.067 7.167999999999999
pert_717 39.789 35.779 35.281 -3.1319999999999997 6.34 -5.876 3.1069999999999998
pert_718 39.789 35.779 35.281 -5.593999999999999 5.5920000000000005 -6.662999999999999 6.138999999999999
pert_719 39.789 35.779 35.281 -6.12 5.432 -6.831 6.7860000000000005
pert_720 -17.053 35.779 35.281 -3.985 1.949 -2.8139999999999996 3.77
pert_721 -17.053 35.779 35.281 -5.712999999999999 1.4240000000000002 -3.366 5.898
pert_722 -17.053 35.779 35.281 -6.973 1.042 -3.7689999999999997 7.45
pert_723 2.708 35.779 35.281 -3.688 3.475 -3.878 3.5389999999999997
pert_724 5.725 35.779 35.281 -5.665 3.094 -4.687 5.995
pert_725 7.165 35.779 35.281 -6.61 2.912 -5.074 7.167000000000001
pert_726 39.789 35.779 35.281 -3.1319999999999997 6.34 -5.876 3.1069999999999998
pert_727 39.789 35.779 35.281 -5.593999999999999 5.5920000000000005 -6.662999999999999 6.138999999999999
pert_728 39.789 35.779 35.281 -6.12 5.432 -6.831 6.7860000000000005
