,wt,wt1,wt2,wt3,wt4,wt5,wt6,wt7,wt8,wt9,wt10,wt11,wt12,wt13,wt14,wt15,wt16,wt17,wt18,wt19,wt20,wt21,wt22,wt23,wt24,wt25,wt26,wt27,wt28,wt29,wt30,wt31,wt32,wt33,wt34,wt35,wt36,wt37,wt38,wt39,wt40,wt41,wt42,wt43,wt44,wt45,wt46,wt47,wt48,wt49,wt50,wt51,wt52,wt53,wt54,wt55,wt56,wt57,wt58,wt59,wt60,wt61,wt62,wt63,wt64,wt65,wt66,wt67,wt68,wt69,wt70,wt71,wt72,wt73,wt74,wt75,wt76,wt77,wt78,wt79,wt80,wt81,wt82,wt83,wt84,wt85,wt86,wt87,wt88,wt89,wt90,wt91,wt92,wt93,wt94,wt95,wt96,wt97,wt98,wt99,wt100,unp,unp1,unp2,unp3,unp4,unp5,unp6,unp7,unp8,unp9,unp10,unp11,unp12,unp13,unp14,unp15,unp16,unp17,unp18,unp19,unp20,unp21,unp22,unp23,unp24,unp25,unp26,unp27,unp28,unp29,unp30,unp31,unp32,unp33,unp34,unp35,unp36,unp37,unp38,unp39,unp40,unp41,unp42,unp43,unp44,unp45,unp46,unp47,unp48,unp49,unp50,unp51,unp52,unp53,unp54,unp55,unp56,unp57,unp58,unp59,unp60,unp61,unp62,unp63,unp64,unp65,unp66,unp67,unp68,unp69,unp70,unp71,unp72,unp73,unp74,unp75,unp76,unp77,unp78,unp79,unp80,unp81,unp82,unp83,unp84,unp85,unp86,unp87,unp88,unp89,unp90,unp91,unp92,unp93,unp94,unp95,unp96,unp97,unp98,unp99,unp100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_EWG_5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,-0.311523,0.0385936,-0.162157,-0.677239,0.0654463,-0.221741,0.0827606,0.180583,0.340007,0.521022,0.259028,0.310966,0.221951,-0.230293,0.0596717,0.159931,0.289785,0.537451,0.389837,0.266192,-0.172469,-0.503724,0.143053,0.18804,-0.618079,-0.277649,-0.410424,-0.346096,0.183574,0.273138,-0.462203,0.158715,0.580992,0.362878,-0.277677,0.142754,0.00807463,-0.156001,-0.504708,-0.338455,0.188194,0.650896,0.0170794,-0.297955,-0.0767105,0.383353,0.393833,0.633618,0.183975,-0.366454,-0.342282,-0.803559,-0.552784,-0.776837,-0.239506,0.0922596,0.0511417,0.385918,-0.0513514,-0.463043,0.469627,-0.314031,0.941694,0.444421,0.434702,0.287111,-0.206612,0.307367,-0.302764,0.508103,0.375387,0.809667,-0.273519,0.36538,-0.232934,0.0688016,-0.331915,-0.500388,0.423109,-0.0343307,1.21022,-0.192348,-0.0858377,0.0656987,0.250317,-0.964454,-0.0785098,0.79601,-0.265229,0.463456,0.0972499,0.676769,0.795946,-0.162553,0.339148,0.140214,0.42478,-0.335585,0.434335,0.128928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2_EWG_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2_EWG_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,-0.495613,0.248232,-0.36684,-0.0436974,-0.178069,0.200775,0.508566,0.0307866,0.342074,-0.302568,0.803048,-0.515548,-0.584371,0.256165,0.544308,-0.35646,0.631015,-0.536425,0.32374,0.646273,-0.248919,-0.872545,0.626821,-0.281275,-0.1643,-0.320452,0.282893,1.13455,0.785625,0.724881,0.419309,-0.381349,0.0348675,-0.320784,-0.0363666,-0.0537557,0.52174,-0.21591,-0.0530102,-0.399054,0.627271,0.476364,0.447589,-0.174696,-0.0998486,0.434844,0.20172,0.039033,0.0428089,0.0166891,-0.0547957,0.492364,0.232869,0.282379,-0.378939,0.194044,0.49744,-0.22548,0.219632,0.542848,0.321011,-0.51715,-0.246363,-0.439297,0.537916,-0.0929888,0.265469,0.458205,-0.437417,0.152068,-0.0412103,-0.320327,-0.0109443,0.323987,-0.0281823,0.349577,-0.164269,0.266598,-0.0365286,0.158596,-0.061059,-0.100199,-0.66933,-0.447304,0.424566,0.422002,0.239035,-0.0336389,-0.4198,0.502719,-0.11803,0.328993,0.810955,-0.0881477,0.750754,0.335239,0.234231,0.0631045,0.38403,0.296302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2_EWG_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,-0.741749,0.0465825,-0.496405,0.82421,0.761911,-0.488294,0.142579,0.131967,-0.325653,0.406866,0.847705,-0.693274,0.319597,0.240949,-0.00901121,0.552177,0.0524954,-0.58006,0.451057,0.278966,0.169274,-0.344517,0.22381,0.242465,-0.733415,-0.0234228,0.296174,-0.127237,0.417967,0.542409,-0.573644,0.174889,0.629357,0.316843,-0.104038,-0.65142,-0.00225438,-0.159262,0.0780884,0.599797,-0.272627,-0.283896,0.42424,-0.170388,0.201982,0.580428,0.482696,-0.254142,0.479891,-0.689825,0.328018,-0.37752,-0.133324,-0.262545,-0.815948,-0.264643,-0.639179,0.517247,0.185313,-0.0492317,-0.266151,-0.262189,0.393042,0.0519642,-0.274258,0.142315,0.00639763,-0.0864131,0.123704,0.453617,-0.156198,0.00589727,0.48614,0.188709,0.774603,0.877976,0.184605,0.0383707,0.363284,-0.0159297,-0.310136,-0.115972,0.511944,0.420019,-0.125396,0.28528,-0.250146,-1.02827,0.161435,0.4624,0.635362,0.362093,0.532065,-0.435228,-0.275314,-1.15546,0.257292,0.370324,0.192981,0.304974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2_EWG_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,-0.24159,0.124088,-0.474453,-0.0271566,-0.0548361,-0.0138964,0.714854,-0.0255944,-0.479586,0.334903,0.0952166,0.422249,-0.0828769,-0.437662,-0.495713,-0.111449,0.30229,-0.402334,0.356767,-0.430044,0.447942,0.519644,0.0590821,-0.224944,-0.0415022,-0.0541285,0.181484,-0.0433344,-0.145881,0.114353,-0.413927,-0.586928,0.387083,-0.483819,-0.45497,0.0721817,0.346808,-0.111385,0.0673952,0.91696,0.614294,0.162212,-0.447119,-0.0232833,0.904182,-0.11587,-0.360103,-0.436565,-0.472271,0.30992,1.19574,0.393091,-0.314497,-0.0120956,-0.0729788,0.253091,-0.00607696,0.331484,-0.221754,0.326113,-0.0863327,0.618501,-0.250751,0.279646,0.0519017,-0.384288,0.409763,-0.0209107,-0.0735847,-0.177993,0.148757,0.722331,0.265532,-0.282579,-0.216364,0.122554,-0.223799,-0.593387,-0.641723,0.46027,-0.486341,-0.0761234,-0.516628,-0.446249,-0.894664,-0.482374,-0.568711,0.0811905,-0.375598,0.471047,0.370615,0.158817,0.72031,0.273705,0.284654,0.206359,-0.124537,0.222548,-0.0585564,-0.0181599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2_EWG_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,-0.13543,-0.426863,-0.766118,0.259221,0.0233276,0.165541,0.103689,0.570284,0.85532,-0.18092,0.299006,0.0878227,-0.0962845,-0.00532266,0.0865565,-0.151589,1.02959,0.142173,-0.0672592,0.870626,-0.395455,-0.702178,-0.44608,-0.0849474,-0.0718256,-0.55183,0.073608,0.227716,0.193492,-0.0526997,0.44958,0.228245,0.277382,0.441032,0.195216,-0.114496,-0.388377,0.297093,0.516427,0.441213,0.56321,-0.014354,-0.212277,-0.150352,0.157791,0.355838,0.233413,0.137346,0.59769,1.22135,0.167655,0.086028,-0.202004,0.215504,0.555321,0.304956,-0.05543,-0.140026,-0.145936,-0.215358,0.379726,-0.450164,0.344472,0.422022,-0.374554,0.74222,-0.288304,-0.686021,-0.4274,-0.752424,0.0574866,-0.57513,0.997031,-0.324412,-0.211664,0.0336392,-0.850675,0.313606,0.0907405,0.652561,0.67237,-0.141413,0.279976,0.116141,-0.259933,0.761074,0.36155,-0.228323,0.242328,0.1926,-0.385089,0.245055,0.422217,-0.419718,0.439669,-0.344189,0.0131756,0.84155,0.602934,0.150578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2_EWG_5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.0812277,0.00211937,-0.109128,0.485656,1.13646,-0.373299,-0.0262686,0.301619,0.204153,0.404503,0.278717,0.0395567,0.186447,0.0833841,-0.334565,0.115138,0.519602,0.365497,-0.393447,0.647103,-0.0241792,-0.177422,0.0781059,0.00634131,0.375076,-0.0455648,0.264101,0.456982,-0.173523,-0.00934877,0.112404,0.0297167,-0.674603,0.327608,0.309721,0.255367,-0.537202,0.264043,-0.474792,0.840965,-0.433593,0.102036,0.171199,-0.223149,-0.353351,-0.463856,0.0125875,0.744224,-0.199937,0.340426,0.357155,-0.586894,0.796595,-0.0915186,-0.303516,0.392602,-0.786461,0.117616,0.271698,0.747647,-0.0103185,-0.471779,0.256623,0.213319,-0.532752,0.573828,0.379129,0.456638,-0.195044,0.443876,0.168167,0.353633,0.300309,-0.0456858,0.209228,-0.344302,0.166737,0.000654803,-0.143681,-0.0433453,-0.18274,0.425866,-0.113361,-0.394886,0.230004,-0.0237866,0.262136,0.0766509,-0.169945,0.521229,-0.083785,0.319117,-0.815424,0.159624,-0.108241,-0.0670397,-0.0825677,0.0878029,0.179506,0.317639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3_EWG_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3_EWG_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,-0.532593,0.279931,-0.146797,-0.0654592,-0.0672104,0.0216169,-0.249665,0.316716,-0.257624,0.349123,0.120395,-0.128816,-0.0884406,0.968482,0.463215,-0.502398,0.434533,0.750199,0.356725,0.110121,-0.0669177,0.0735357,0.726076,0.431975,0.377141,0.342352,-0.438585,0.248558,0.087997,-0.0833763,-0.0231995,0.313955,-0.042219,-0.317765,0.231322,0.209467,-0.367346,0.672146,0.144975,0.77859,0.272135,0.347244,0.513463,0.269686,-0.329872,1.12317,0.663972,-0.617636,-0.45557,0.199731,0.383663,0.086309,0.0503906,-0.894115,-0.148259,0.478162,-0.131,0.120074,0.240534,0.00243525,-0.463618,-0.387782,-0.217366,-0.0639775,0.0350454,0.759384,0.130642,-0.498447,0.162943,0.683776,0.0416504,-0.140931,0.121362,0.661599,0.195253,0.239856,0.379426,-0.193155,0.128611,0.0213576,0.332054,-0.0700082,-0.0570258,0.713076,-0.468554,-0.0336699,-0.340534,-0.772632,1.21887,0.345429,0.223819,-0.880599,-0.22855,0.0189068,-0.0857757,0.468341,0.83547,-0.23632,-0.32776,-0.183672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3_EWG_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3_EWG_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,-0.0324311,0.43026,-0.388546,1.04657,0.429826,0.171346,-0.560303,-0.372583,-0.139148,0.79613,-0.266754,-0.509103,0.0587837,0.757786,-0.0152452,0.162319,-0.032405,0.309815,0.211016,-0.167209,0.0428548,0.310055,-0.616884,0.108417,0.560935,-0.553041,-0.107674,0.465308,-0.0593267,-0.0626469,0.430222,0.387523,0.161284,0.36292,0.468686,-0.0658512,-0.510651,-0.517616,0.273602,0.706673,-0.120827,0.665085,-0.414007,0.111567,0.00299981,-0.168587,-0.180086,0.226716,0.343649,0.338968,0.254867,0.838338,-0.150721,0.310995,0.451868,0.222645,0.0779083,-0.0269366,-0.238407,0.170782,-0.499315,-0.239728,0.178842,0.182522,0.475727,-0.0190688,-0.244637,0.172517,0.186114,0.301168,-0.431792,0.242627,0.246856,0.264465,0.0926386,0.130129,0.252398,-0.497941,0.581029,0.535213,-0.0591795,0.0786389,0.0649749,0.273961,0.105796,0.792326,0.155163,0.539413,0.390551,-0.369219,-0.464536,-0.0367815,0.260136,0.822615,-0.12451,0.296767,0.260062,-0.418727,-0.433121,-0.531887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3_EWG_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3_EWG_5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,-0.231251,0.400201,0.321685,0.571148,0.0629288,-0.39571,0.395794,0.429803,-0.0769732,0.566174,0.573959,0.352854,-0.268703,0.141332,0.415822,0.383266,0.0426379,-0.168422,0.207862,-0.00796951,0.457169,-0.337675,-0.178026,-0.16945,-0.301988,-0.418631,0.63193,0.612991,-0.086921,0.184546,-0.688395,0.541455,0.000878555,-0.0760419,0.262489,0.231843,-0.515423,-0.116897,-0.0718787,-0.078229,0.595426,-0.412995,0.230121,0.558203,-0.655151,0.26747,-1.03279,0.0167818,-0.0625097,0.387407,0.467142,0.132748,-0.208871,0.303541,0.586663,-0.200118,-0.140495,-0.117004,0.733484,0.0510974,0.584892,-0.140081,0.370486,-0.209055,0.0686603,0.31664,-0.18531,0.461254,-0.596178,-0.00170069,0.088756,0.54125,-0.161713,-0.380227,-0.30528,0.520362,0.163429,0.0593178,-0.132141,-0.0882968,0.0351731,-0.250851,-0.21337,-0.279076,-0.0899738,-0.460247,0.481442,0.670732,-0.388698,0.324293,-0.285733,0.191691,0.472543,-0.0689005,-0.796804,0.323979,0.225456,-0.0594601,-0.153137,0.385673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_HH_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_HH_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.0556568,-0.729422,-0.4071,-0.0268337,0.308526,0.344769,-0.739215,0.437988,0.762505,1.03348,0.377827,-0.317788,-0.0878104,-0.344896,-0.308967,-0.508144,-0.6861,-0.0825038,-0.466072,-0.121929,0.323411,0.338138,0.0712906,0.0943982,-0.153905,-0.245641,-0.309523,0.586978,0.327214,0.0665731,-0.065138,-0.640543,0.278072,-0.139167,0.232521,-0.353999,-0.0468603,0.0353592,0.483559,0.19825,1.24789,0.366587,0.595529,-0.237496,0.27101,0.271617,-0.46932,-0.120075,-0.210156,-0.568003,0.64012,0.356681,-0.114614,0.7142,0.0914663,0.759242,-0.225695,-0.668908,-0.503733,-0.394352,0.59959,0.256698,-0.158258,0.939538,-0.624602,-0.175008,0.157557,0.0508156,-0.040875,0.278229,0.486661,0.68352,-0.565817,0.0901224,-0.066907,0.208313,0.481672,-0.339251,-0.572345,-0.101892,0.241211,-0.339266,0.304964,-0.0725393,-0.134123,0.887425,0.0664308,0.607969,-0.466403,0.566531,0.0283927,-0.043358,-0.485852,0.571021,0.352923,-0.188913,-0.637721,-0.218041,0.0345746,-0.316731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_HH_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_HH_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.227579,-0.0731236,0.0685119,0.233366,0.326724,-0.785383,0.465717,-0.22242,-0.449069,0.152298,0.0332493,-0.131973,0.962762,0.304441,-0.323769,0.339799,-0.510109,-0.0908683,0.00294906,-0.298703,0.344273,0.553372,0.492382,0.0685093,-0.089503,-0.464846,-0.175814,0.243433,-0.0784613,-0.135403,-0.183452,-0.045742,0.0393538,0.158328,0.511024,0.0833169,-0.282018,0.063336,0.418524,-0.461657,0.3151,-0.0576023,0.598589,0.115033,-0.515375,-0.180376,0.704574,-0.516737,-0.299293,-0.00739971,0.334203,-0.242359,-0.4515,-0.596822,-0.34352,-0.202406,-0.0123575,0.734766,0.504685,0.395663,-0.329424,-0.445203,-0.126303,0.148401,-0.133309,0.175541,0.425366,0.055384,-0.660606,1.09023,0.146193,-0.150425,0.249321,0.281824,0.747508,-0.682079,-0.0260164,0.122399,0.264635,0.298293,0.435118,0.637568,0.499002,0.186275,0.643012,0.0581449,-0.152875,-0.188078,0.318387,1.02997,-1.10771,0.517475,0.290967,1.20291,0.0791618,0.0333059,0.42872,0.456682,0.936503,0.346594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
