,wt,wt1,wt2,wt3,wt4,wt5,wt6,wt7,wt8,wt9,wt10,wt11,wt12,wt13,wt14,wt15,wt16,wt17,wt18,wt19,wt20,wt21,wt22,wt23,wt24,wt25,wt26,wt27,wt28,wt29,wt30,wt31,wt32,wt33,wt34,wt35,wt36,wt37,wt38,wt39,wt40,wt41,wt42,wt43,wt44,wt45,wt46,wt47,wt48,wt49,wt50,wt51,wt52,wt53,wt54,wt55,wt56,wt57,wt58,wt59,wt60,wt61,wt62,wt63,wt64,wt65,wt66,wt67,wt68,wt69,wt70,wt71,wt72,wt73,wt74,wt75,wt76,wt77,wt78,wt79,wt80,wt81,wt82,wt83,wt84,wt85,wt86,wt87,wt88,wt89,wt90,wt91,wt92,wt93,wt94,wt95,wt96,wt97,wt98,wt99,wt100,unp,unp1,unp2,unp3,unp4,unp5,unp6,unp7,unp8,unp9,unp10,unp11,unp12,unp13,unp14,unp15,unp16,unp17,unp18,unp19,unp20,unp21,unp22,unp23,unp24,unp25,unp26,unp27,unp28,unp29,unp30,unp31,unp32,unp33,unp34,unp35,unp36,unp37,unp38,unp39,unp40,unp41,unp42,unp43,unp44,unp45,unp46,unp47,unp48,unp49,unp50,unp51,unp52,unp53,unp54,unp55,unp56,unp57,unp58,unp59,unp60,unp61,unp62,unp63,unp64,unp65,unp66,unp67,unp68,unp69,unp70,unp71,unp72,unp73,unp74,unp75,unp76,unp77,unp78,unp79,unp80,unp81,unp82,unp83,unp84,unp85,unp86,unp87,unp88,unp89,unp90,unp91,unp92,unp93,unp94,unp95,unp96,unp97,unp98,unp99,unp100
2_EWG_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
2_EWG_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.0147612,-0.345615,0.0678594,0.293943,0.195758,0.0623026,0.719846,0.458089,-0.131576,-0.229133,-0.196952,-0.202095,0.391016,0.585227,-0.0803682,0.244803,0.641909,0.279388,0.275996,-0.302554,-0.423764,-0.40183,0.370226,-0.312756,-0.219044,0.344819,0.512127,0.0677871,0.388646,0.214819,0.0765569,-0.196614,-0.115186,0.473323,0.105641,-0.0151913,-0.179276,0.35324,-0.0476811,0.0112339,0.199122,0.0238166,-0.00853075,-0.429551,-0.186835,-0.122436,0.05642,0.250795,0.186566,0.148439,0.491179,-0.15423,0.101252,-0.33404,-0.117519,-0.00170693,0.0821278,-0.171606,-0.0135973,-0.154181,0.0619677,0.291503,-0.028264,0.000260688,-0.0368642,0.314932,0.370818,0.121538,0.220118,-0.204355,0.19349,-0.280858,0.0323486,-0.362194,-0.220983,0.088871,0.24061,0.398047,-0.170741,-0.151306,0.130652,-0.0759012,0.0829591,-0.0879661,0.260417,0.0431068,-0.326979,0.0803162,0.205271,-0.111099,0.0999568,0.119074,0.273078,0.369265,-0.251036,0.207988,-0.184194,0.00329322,0.0863587,-0.377128
2_EWG_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.404769,-0.19702,-0.0602645,-0.0975228,0.289552,-0.00517837,0.145733,0.589695,-0.338582,0.0668493,0.281449,-0.128209,0.204714,0.127556,-0.0139866,-0.593279,-0.509237,0.142165,0.0798344,0.276049,0.386495,0.0937604,0.961974,-0.2366,0.0557567,0.646492,-0.215997,-0.536801,-0.193494,0.236211,0.187726,0.130706,-0.0485147,0.241174,0.0961006,0.262561,0.0881068,-0.00766645,0.36779,0.0675803,0.0525288,0.118094,-0.371378,0.0624489,0.0196486,0.258276,0.255561,0.638054,-0.0242754,-0.106338,0.372704,0.141734,-0.125208,-0.0621247,-0.159906,-0.0966495,0.521648,0.946235,0.311783,0.714368,-0.237503,-0.055124,-0.413152,0.399139,1.1104,-0.0286114,-0.149826,-0.173811,0.0240902,0.153973,-0.16551,0.313392,0.0549942,0.274475,-0.173792,0.794897,0.0911035,-0.254457,0.713643,0.537499,0.299546,0.343933,0.0488975,0.405762,0.108628,0.469942,0.546379,-0.72398,0.202326,0.0412295,0.313862,0.354435,0.549332,0.383289,-0.0259351,-0.069949,0.581734,0.236272,0.204237,-0.323205
2_EWG_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.126911,0.0891825,0.101021,0.0320526,-0.866282,0.254499,0.399175,0.231037,-0.310563,0.399343,-0.127772,0.31612,-0.385511,-0.0773024,0.254707,0.0342314,-0.31822,-0.113308,0.261903,0.327063,-0.560217,0.339617,0.0580542,-0.214403,-0.681702,0.243151,0.251591,-0.186846,0.295994,-0.245902,-0.0374964,0.159884,0.0813872,0.153085,0.0345149,0.143142,-0.466778,-0.385828,0.243541,0.274207,0.0278414,-0.294555,0.221532,-0.266205,-0.335122,0.144306,0.22976,-0.170679,0.260971,0.269104,0.207027,-0.133467,0.575849,0.512983,1.09033,-0.00357081,0.771624,0.00482488,-0.216718,0.203253,-0.00370543,-0.442292,-0.273079,-0.19939,-0.358963,0.495218,-0.280479,0.324257,0.0729214,0.614358,-0.19339,0.151401,0.0252105,-0.185426,-0.592696,0.965514,-0.13951,0.471509,0.560995,0.330155,-0.437937,-0.405743,0.0423215,-0.146952,0.294418,-0.0731333,0.2028,0.134285,-0.224265,-0.206206,-0.0584313,0.0973367,-0.266996,0.523058,-0.527776,-0.201042,-0.080333,-0.163378,-0.22982,-0.476559
2_EWG_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,-0.221102,0.240191,0.363508,0.429676,0.402516,0.392986,0.138735,-0.137637,0.144672,-0.18702,-0.0195605,-0.373621,0.283176,0.0838043,0.158999,0.381934,-0.00227175,-0.189582,0.280385,-0.267563,0.515236,-0.184439,0.0799442,0.0762522,0.0227127,-0.155246,0.47882,-0.311959,-0.0148349,0.368819,0.152033,0.37445,0.846956,-0.0623425,-0.216003,0.618201,-0.155414,0.0180817,-0.0188898,-0.0910789,-0.134471,0.157577,0.281456,0.0235323,0.256913,-0.0572033,-0.282133,-0.502141,0.271109,-0.51795,0.1453,0.0141046,0.290398,0.647896,0.254334,0.270492,-0.157793,0.361161,0.00216461,0.0091162,0.195424,-0.00223072,0.0101142,0.193289,0.218972,1.10375,0.0317529,-0.373047,0.097516,0.641766,0.290454,0.690612,-0.493569,0.248135,0.227858,-0.289875,0.0385866,0.238254,0.738434,0.097703,-0.240706,0.337524,-0.22533,0.310109,0.390888,-0.233296,0.555004,0.547419,0.420936,0.17457,0.803136,0.350177,-0.174814,0.101469,-0.291377,0.369735,0.122995,0.502297,-0.0143291,0.434962
2_EWG_5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,-0.507543,0.357749,0.198249,-0.213068,0.453555,0.0986968,-0.324874,0.108477,0.355549,0.0646223,0.383536,-0.266048,0.400464,0.373104,0.406994,0.131863,0.9655,-0.200214,0.00408287,-0.0952636,0.0442177,0.839626,0.392309,-0.0730822,0.0627126,-0.00414811,-0.375814,0.17939,0.284671,-0.291545,-0.112912,-0.029302,-0.190759,-0.0627453,0.0341394,-0.393773,0.0282929,0.830822,-0.0722886,0.182489,-0.0489517,0.232111,-0.263827,0.23497,-0.0238934,0.216653,-0.0117659,-0.383863,-0.0427328,-0.218507,0.273963,0.0312257,-0.104408,0.287458,0.139391,-0.00924696,0.374624,0.704255,0.347232,0.239877,0.161286,-0.390903,-0.483159,-0.325905,0.123835,0.322589,0.0381679,0.142207,0.312791,0.0645884,-0.0604143,0.0321394,0.37715,0.243205,-0.218494,0.261644,-0.26867,-0.0630216,-0.0181235,-0.0550567,-0.239447,0.0672332,-0.109392,0.0461704,0.480909,0.180248,0.434246,-0.0668138,0.0826294,-0.662487,-0.00298595,0.565682,-0.477004,0.0431991,0.14535,0.101413,0.488876,0.133886,0.239382,0.377704
3_EWG_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
3_EWG_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.430222,0.0563199,-0.0763084,-0.199316,0.323121,-0.331498,0.318432,0.718016,-0.150272,-0.196685,0.341218,-0.157416,0.207431,0.512608,0.545511,0.443681,-0.116938,-0.205909,-0.501517,0.616409,0.196103,0.05018,0.115764,0.181199,0.112406,-0.111234,0.283744,0.368821,-0.649872,0.422687,0.377105,0.226184,0.222888,0.108446,-0.625942,0.657489,-0.406707,0.375294,0.145447,0.192411,0.258938,-0.0599931,-0.266677,-0.0645678,0.0717506,0.478033,-0.0411951,-0.105379,-0.123491,-0.0912912,-0.176577,0.140024,0.410462,-0.048632,0.11957,0.254086,-0.342919,0.296649,-0.153104,0.0690883,0.408791,0.0146307,-0.0969821,-0.279311,0.122135,0.087143,-0.226571,0.43762,0.376002,-0.0359191,0.0684296,0.0186014,-0.145553,0.352166,-0.366416,0.0412541,0.478246,0.0782546,-0.493481,0.0877524,-0.0743148,-0.0855972,0.147712,-0.158613,-0.338197,-0.578236,-0.469094,0.205141,-0.0412114,-0.182978,0.154822,0.16368,-0.193155,-0.0811775,0.0586241,0.302577,0.000558224,0.216827,-0.0063337,-0.0602928
3_EWG_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
3_EWG_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.156597,-0.0986744,0.236975,-0.31846,0.0686989,0.0120349,-0.0574915,0.138326,-0.228542,-0.52163,-0.0978933,-0.335358,0.302442,0.421466,0.383627,-0.264057,0.241279,0.0624853,-0.215553,0.670102,-0.164861,-0.0011095,0.0176739,0.229558,0.165633,-0.267316,0.215726,0.0923132,0.0895327,0.0370111,-0.140728,0.274402,0.252926,0.542635,-0.0930766,-0.073867,-0.0386229,0.084197,-0.109298,-0.282712,-0.0883364,-0.0380096,0.673198,-0.140734,-0.082137,-0.0260942,-0.067499,0.260852,-0.025475,0.0978442,0.034147,0.106052,-0.505494,0.272015,0.533554,-0.827968,0.196934,-0.325884,-0.186356,-0.10043,0.027007,0.0316813,-0.171971,0.156503,0.26902,-0.375297,0.220245,-0.128446,0.190756,-0.492035,-0.136932,-0.0262578,-0.143873,0.248339,0.265847,0.180507,0.243466,-0.00558389,-0.412324,-0.013897,0.488505,0.138007,0.509547,0.236774,-0.12752,0.0572977,0.258298,-0.256889,0.405469,0.154223,0.410629,0.466928,0.315886,-0.417815,-0.326037,-0.173073,-0.060357,0.231093,0.582583,0.854352
3_EWG_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
3_EWG_5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.187309,0.243261,0.131777,0.135961,0.130995,-0.131984,-0.121388,-0.142809,0.219978,0.625492,0.122951,0.453815,0.160467,-0.39817,0.032295,0.0269815,-0.163005,0.134362,-0.188642,0.174461,-0.31763,-0.164998,-0.313877,0.162807,-0.351587,-0.0868123,0.135531,-0.193587,0.233044,-0.332936,-0.0269664,-0.194345,0.222771,0.235448,-0.0685416,0.0633433,0.484195,0.125928,-0.473196,0.0454965,-0.239618,-0.0660274,0.570184,-0.385045,-0.372778,-0.12411,-0.12642,0.0277041,-0.0654268,-0.137984,0.197154,0.369548,0.216177,-0.126397,0.243174,0.00182296,0.135801,0.0917011,0.0908258,0.0468758,-0.0457042,0.219575,0.129867,-0.318639,-0.13716,0.0319193,-0.145019,0.127468,0.358404,0.399846,-0.0171031,0.132113,0.250723,0.332263,-0.398529,-0.168856,0.122232,-0.241544,0.0898805,0.24392,0.0297175,0.0160215,0.0958443,-0.16861,-0.790076,0.152557,-0.323377,0.251771,0.0648054,-0.14179,0.360012,-0.327053,0.582251,-0.110191,0.196004,-0.00182708,-0.0510514,0.264368,0.142313,-0.419674
0_HH_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
0_HH_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,-0.206223,-0.233728,0.706828,0.0837693,0.0175194,0.154853,0.0292244,0.177215,-0.0156753,-0.297556,-0.259805,0.541924,0.206719,0.234141,-0.0375281,0.121977,0.169223,-0.0814728,-0.00234895,0.12097,-0.222327,-0.228656,-0.23423,-0.237584,-0.0714155,0.435001,0.369251,0.108043,-0.108007,-0.447443,0.14943,-0.0760567,0.161818,-0.0938424,-0.440438,0.824851,0.262597,-0.38446,0.342491,-0.701477,0.655159,0.183095,0.0339795,-0.166678,-0.3245,0.255442,-0.430528,0.265101,0.271704,-0.149458,0.337288,-0.372734,0.356124,0.00303309,-0.189347,0.0478169,-0.206148,-0.115164,0.0925603,0.608247,0.20858,0.277923,0.127202,0.200725,0.472081,-0.324266,-0.254955,-0.141061,-0.122795,0.629486,0.063241,0.198898,0.380717,-0.0270897,-0.761981,0.249005,0.159346,0.269236,-0.220732,0.0585523,0.3594,-0.101179,0.551559,0.118946,0.375998,0.037536,-0.110341,0.23412,0.352896,-0.283284,-0.182714,0.102276,0.147783,0.182196,0.78587,-0.166898,0.15818,-0.674681,0.125939,-0.221678
0_HH_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
0_HH_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.337885,0.313039,0.293345,0.519436,-0.0275593,-0.347917,-0.0731718,0.533398,0.252599,0.311698,-0.243482,0.0417583,-0.000974805,-0.0954474,-0.245809,-0.165651,0.136369,0.116355,0.161318,-0.0990009,0.523948,0.198459,0.60429,0.0200625,0.123417,-0.243326,-0.0804698,0.576984,-0.0152346,0.107382,-0.269826,0.889322,0.219273,-0.219831,0.390553,-0.260919,0.22028,0.490795,0.195952,-0.313252,0.0410287,-0.733664,0.218478,0.320365,0.214385,-0.0804265,-0.228212,-0.0576283,-0.204051,0.524436,0.380353,0.19811,0.186767,-0.414723,0.0329872,-0.372117,-0.026252,-0.109134,0.657773,0.570158,0.302441,-0.380878,-0.192556,-0.291411,0.0802731,-0.0407888,0.137945,-0.677368,-0.294265,-0.0498498,-0.309543,0.103707,0.0542404,0.206849,0.0777101,-0.142541,-0.134967,0.335588,-0.203879,-0.108279,0.154687,-0.0755859,-0.571732,-0.18866,0.0828461,0.1757,-0.227652,-0.229531,0.599891,-0.321654,-0.0951311,-0.140031,0.205073,0.710862,0.504358,-0.0437455,0.0790645,-0.146377,0.343551,-0.107993
0_HH_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
0_HH_5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.0532609,-0.377943,0.0183028,0.0111505,0.500624,0.381655,-0.32531,-0.10913,0.048348,0.159045,0.142181,-0.0386583,-0.136532,-0.450638,0.140162,-0.445634,0.176921,0.0954164,0.267069,0.514454,-0.313107,-0.0670956,-0.188574,0.162433,0.0637542,-0.0285136,-0.152488,0.310363,-0.588307,0.4698,0.36065,0.232051,0.46882,0.352553,0.529591,-0.0506951,0.124295,0.257162,-0.0263285,-0.180009,0.504794,0.33932,0.18821,-0.262845,-0.144662,0.0404641,0.41044,0.329867,0.0114933,0.096289,0.10539,-0.154302,-0.456417,0.275706,0.234634,-0.223845,0.497833,0.0987897,-0.332993,0.39067,0.0368409,0.480486,0.298096,-0.135916,-0.103312,-0.200901,0.31108,0.362557,-0.604864,-0.239742,-0.116689,0.0969214,0.0845684,0.296953,0.372196,0.370808,-0.0758375,-0.279643,0.50677,0.215944,0.33937,-0.473552,-0.0160856,0.127001,0.0435694,-0.206256,0.0716079,0.225819,-0.0216463,-0.0269342,-0.14002,0.0991262,0.0470777,0.322794,-0.267912,0.078987,0.115032,-0.0401585,-0.0308756,-0.0875063
