	AKT1	CCNA1	CTNNB1	E2F1	GRB2	MAPK1	MAPK14	MAPK8	MDM2	PDK1	SMAD7	SRC	TSC1	up	down	total
pert_915248	nochange	up	down	nochange	nochange	nochange	nochange	nochange	nochange	nochange	down	down	up	2	3	5
pert_915266	nochange	up	down	nochange	nochange	nochange	nochange	nochange	nochange	nochange	up	down	up	3	2	5
pert_915274	nochange	up	down	nochange	nochange	nochange	nochange	nochange	nochange	up	down	down	nochange	2	3	5
pert_915284	nochange	up	down	nochange	nochange	nochange	nochange	nochange	nochange	up	nochange	down	up	3	2	5
pert_954542	nochange	up	nochange	down	nochange	nochange	nochange	nochange	down	nochange	nochange	down	up	2	3	5
pert_954614	nochange	up	nochange	down	nochange	nochange	nochange	nochange	nochange	nochange	down	down	up	2	3	5
pert_965314	nochange	up	nochange	nochange	down	down	nochange	down	nochange	nochange	nochange	down	nochange	1	4	5
pert_965476	nochange	up	nochange	nochange	down	down	nochange	nochange	down	nochange	nochange	down	nochange	1	4	5
pert_965548	nochange	up	nochange	nochange	down	down	nochange	nochange	nochange	nochange	down	down	nochange	1	4	5
pert_965556	nochange	up	nochange	nochange	down	down	nochange	nochange	nochange	nochange	nochange	down	down	1	4	5
pert_965558	nochange	up	nochange	nochange	down	down	nochange	nochange	nochange	nochange	nochange	down	up	2	3	5
pert_965584	nochange	up	nochange	nochange	down	down	nochange	nochange	nochange	up	nochange	down	nochange	2	3	5
pert_967474	nochange	up	nochange	nochange	down	nochange	nochange	down	nochange	down	nochange	down	nochange	1	4	5
pert_967502	nochange	up	nochange	nochange	down	nochange	nochange	down	nochange	nochange	nochange	down	up	2	3	5
pert_967654	nochange	up	nochange	nochange	down	nochange	nochange	nochange	down	nochange	down	down	nochange	1	4	5
pert_967664	nochange	up	nochange	nochange	down	nochange	nochange	nochange	down	nochange	nochange	down	up	2	3	5
pert_967736	nochange	up	nochange	nochange	down	nochange	nochange	nochange	nochange	nochange	down	down	up	2	3	5
pert_967754	nochange	up	nochange	nochange	down	nochange	nochange	nochange	nochange	nochange	up	down	up	3	2	5
pert_967762	nochange	up	nochange	nochange	down	nochange	nochange	nochange	nochange	up	down	down	nochange	2	3	5
pert_967772	nochange	up	nochange	nochange	down	nochange	nochange	nochange	nochange	up	nochange	down	up	3	2	5
pert_971794	nochange	up	nochange	nochange	nochange	down	nochange	down	down	nochange	nochange	down	nochange	1	4	5
pert_971848	nochange	up	nochange	nochange	nochange	down	nochange	down	nochange	down	nochange	down	nochange	1	4	5
pert_971866	nochange	up	nochange	nochange	nochange	down	nochange	down	nochange	nochange	down	down	nochange	1	4	5
pert_971874	nochange	up	nochange	nochange	nochange	down	nochange	down	nochange	nochange	nochange	down	down	1	4	5
pert_971876	nochange	up	nochange	nochange	nochange	down	nochange	down	nochange	nochange	nochange	down	up	2	3	5
pert_971902	nochange	up	nochange	nochange	nochange	down	nochange	down	nochange	up	nochange	down	nochange	2	3	5
pert_972064	nochange	up	nochange	nochange	nochange	down	nochange	nochange	down	up	nochange	down	nochange	2	3	5
pert_972136	nochange	up	nochange	nochange	nochange	down	nochange	nochange	nochange	up	down	down	nochange	2	3	5
pert_973954	nochange	up	nochange	nochange	nochange	nochange	nochange	down	down	down	nochange	down	nochange	1	4	5
pert_973982	nochange	up	nochange	nochange	nochange	nochange	nochange	down	down	nochange	nochange	down	up	2	3	5
pert_974026	nochange	up	nochange	nochange	nochange	nochange	nochange	down	nochange	down	down	down	nochange	1	4	5
pert_974036	nochange	up	nochange	nochange	nochange	nochange	nochange	down	nochange	down	nochange	down	up	2	3	5
pert_974054	nochange	up	nochange	nochange	nochange	nochange	nochange	down	nochange	nochange	down	down	up	2	3	5
pert_974072	nochange	up	nochange	nochange	nochange	nochange	nochange	down	nochange	nochange	up	down	up	3	2	5
pert_974216	nochange	up	nochange	nochange	nochange	nochange	nochange	nochange	down	nochange	down	down	up	2	3	5
pert_974234	nochange	up	nochange	nochange	nochange	nochange	nochange	nochange	down	nochange	up	down	up	3	2	5
pert_974242	nochange	up	nochange	nochange	nochange	nochange	nochange	nochange	down	up	down	down	nochange	2	3	5
pert_974252	nochange	up	nochange	nochange	nochange	nochange	nochange	nochange	down	up	nochange	down	up	3	2	5
pert_974324	nochange	up	nochange	nochange	nochange	nochange	nochange	nochange	nochange	up	down	down	up	3	2	5
pert_974342	nochange	up	nochange	nochange	nochange	nochange	nochange	nochange	nochange	up	up	down	up	4	1	5
pert_551971	nochange	down	down	nochange	down	down	nochange	down	nochange	nochange	nochange	down	nochange	0	6	6
pert_552133	nochange	down	down	nochange	down	down	nochange	nochange	down	nochange	nochange	down	nochange	0	6	6
pert_552205	nochange	down	down	nochange	down	down	nochange	nochange	nochange	nochange	down	down	nochange	0	6	6
pert_552215	nochange	down	down	nochange	down	down	nochange	nochange	nochange	nochange	nochange	down	up	1	5	6
pert_554131	nochange	down	down	nochange	down	nochange	nochange	down	nochange	down	nochange	down	nochange	0	6	6
pert_554159	nochange	down	down	nochange	down	nochange	nochange	down	nochange	nochange	nochange	down	up	1	5	6
pert_554311	nochange	down	down	nochange	down	nochange	nochange	nochange	down	nochange	down	down	nochange	0	6	6
pert_554319	nochange	down	down	nochange	down	nochange	nochange	nochange	down	nochange	nochange	down	down	0	6	6
pert_554321	nochange	down	down	nochange	down	nochange	nochange	nochange	down	nochange	nochange	down	up	1	5	6
pert_554391	nochange	down	down	nochange	down	nochange	nochange	nochange	nochange	nochange	down	down	down	0	6	6
pert_554393	nochange	down	down	nochange	down	nochange	nochange	nochange	nochange	nochange	down	down	up	1	5	6
pert_554411	nochange	down	down	nochange	down	nochange	nochange	nochange	nochange	nochange	up	down	up	2	4	6
pert_554419	nochange	down	down	nochange	down	nochange	nochange	nochange	nochange	up	down	down	nochange	1	5	6
pert_554429	nochange	down	down	nochange	down	nochange	nochange	nochange	nochange	up	nochange	down	up	2	4	6
pert_558451	nochange	down	down	nochange	nochange	down	nochange	down	down	nochange	nochange	down	nochange	0	6	6
pert_558505	nochange	down	down	nochange	nochange	down	nochange	down	nochange	down	nochange	down	nochange	0	6	6
pert_558523	nochange	down	down	nochange	nochange	down	nochange	down	nochange	nochange	down	down	nochange	0	6	6
pert_558531	nochange	down	down	nochange	nochange	down	nochange	down	nochange	nochange	nochange	down	down	0	6	6
pert_558533	nochange	down	down	nochange	nochange	down	nochange	down	nochange	nochange	nochange	down	up	1	5	6
pert_558721	nochange	down	down	nochange	nochange	down	nochange	nochange	down	up	nochange	down	nochange	1	5	6
pert_558793	nochange	down	down	nochange	nochange	down	nochange	nochange	nochange	up	down	down	nochange	1	5	6
pert_560611	nochange	down	down	nochange	nochange	nochange	nochange	down	down	down	nochange	down	nochange	0	6	6
pert_560639	nochange	down	down	nochange	nochange	nochange	nochange	down	down	nochange	nochange	down	up	1	5	6
pert_560683	nochange	down	down	nochange	nochange	nochange	nochange	down	nochange	down	down	down	nochange	0	6	6
pert_560691	nochange	down	down	nochange	nochange	nochange	nochange	down	nochange	down	nochange	down	down	0	6	6
pert_560693	nochange	down	down	nochange	nochange	nochange	nochange	down	nochange	down	nochange	down	up	1	5	6
pert_560711	nochange	down	down	nochange	nochange	nochange	nochange	down	nochange	nochange	down	down	up	1	5	6
pert_560873	nochange	down	down	nochange	nochange	nochange	nochange	nochange	down	nochange	down	down	up	1	5	6
pert_560891	nochange	down	down	nochange	nochange	nochange	nochange	nochange	down	nochange	up	down	up	2	4	6
pert_560899	nochange	down	down	nochange	nochange	nochange	nochange	nochange	down	up	down	down	nochange	1	5	6
pert_560909	nochange	down	down	nochange	nochange	nochange	nochange	nochange	down	up	nochange	down	up	2	4	6
pert_560981	nochange	down	down	nochange	nochange	nochange	nochange	nochange	nochange	up	down	down	up	2	4	6
pert_560999	nochange	down	down	nochange	nochange	nochange	nochange	nochange	nochange	up	up	down	up	3	3	6
pert_591581	nochange	down	nochange	down	down	down	nochange	nochange	nochange	nochange	nochange	down	up	1	5	6
pert_593759	nochange	down	nochange	down	down	nochange	nochange	nochange	nochange	nochange	down	down	up	1	5	6
pert_597871	nochange	down	nochange	down	nochange	down	nochange	down	nochange	down	nochange	down	nochange	0	6	6
pert_600049	nochange	down	nochange	down	nochange	nochange	nochange	down	nochange	down	down	down	nochange	0	6	6
pert_600059	nochange	down	nochange	down	nochange	nochange	nochange	down	nochange	down	nochange	down	up	1	5	6
pert_600239	nochange	down	nochange	down	nochange	nochange	nochange	nochange	down	nochange	down	down	up	1	5	6
pert_610939	nochange	down	nochange	nochange	down	down	nochange	down	down	nochange	nochange	down	nochange	0	6	6
pert_610993	nochange	down	nochange	nochange	down	down	nochange	down	nochange	down	nochange	down	nochange	0	6	6
pert_611011	nochange	down	nochange	nochange	down	down	nochange	down	nochange	nochange	down	down	nochange	0	6	6
pert_611019	nochange	down	nochange	nochange	down	down	nochange	down	nochange	nochange	nochange	down	down	0	6	6
pert_611021	nochange	down	nochange	nochange	down	down	nochange	down	nochange	nochange	nochange	down	up	1	5	6
pert_611047	nochange	down	nochange	nochange	down	down	nochange	down	nochange	up	nochange	down	nochange	1	5	6
pert_611173	nochange	down	nochange	nochange	down	down	nochange	nochange	down	nochange	down	down	nochange	0	6	6
pert_611181	nochange	down	nochange	nochange	down	down	nochange	nochange	down	nochange	nochange	down	down	0	6	6
pert_611183	nochange	down	nochange	nochange	down	down	nochange	nochange	down	nochange	nochange	down	up	1	5	6
pert_611209	nochange	down	nochange	nochange	down	down	nochange	nochange	down	up	nochange	down	nochange	1	5	6
pert_611253	nochange	down	nochange	nochange	down	down	nochange	nochange	nochange	nochange	down	down	down	0	6	6
pert_611255	nochange	down	nochange	nochange	down	down	nochange	nochange	nochange	nochange	down	down	up	1	5	6
pert_611273	nochange	down	nochange	nochange	down	down	nochange	nochange	nochange	nochange	up	down	up	2	4	6
pert_611281	nochange	down	nochange	nochange	down	down	nochange	nochange	nochange	up	down	down	nochange	1	5	6
pert_611291	nochange	down	nochange	nochange	down	down	nochange	nochange	nochange	up	nochange	down	up	2	4	6
pert_613099	nochange	down	nochange	nochange	down	nochange	nochange	down	down	down	nochange	down	nochange	0	6	6
pert_613127	nochange	down	nochange	nochange	down	nochange	nochange	down	down	nochange	nochange	down	up	1	5	6
pert_613171	nochange	down	nochange	nochange	down	nochange	nochange	down	nochange	down	down	down	nochange	0	6	6
pert_613181	nochange	down	nochange	nochange	down	nochange	nochange	down	nochange	down	nochange	down	up	1	5	6
pert_613199	nochange	down	nochange	nochange	down	nochange	nochange	down	nochange	nochange	down	down	up	1	5	6
pert_613217	nochange	down	nochange	nochange	down	nochange	nochange	down	nochange	nochange	up	down	up	2	4	6
pert_613361	nochange	down	nochange	nochange	down	nochange	nochange	nochange	down	nochange	down	down	up	1	5	6
pert_613379	nochange	down	nochange	nochange	down	nochange	nochange	nochange	down	nochange	up	down	up	2	4	6
pert_613387	nochange	down	nochange	nochange	down	nochange	nochange	nochange	down	up	down	down	nochange	1	5	6
pert_613397	nochange	down	nochange	nochange	down	nochange	nochange	nochange	down	up	nochange	down	up	2	4	6
pert_613469	nochange	down	nochange	nochange	down	nochange	nochange	nochange	nochange	up	down	down	up	2	4	6
pert_613487	nochange	down	nochange	nochange	down	nochange	nochange	nochange	nochange	up	up	down	up	3	3	6
pert_617473	nochange	down	nochange	nochange	nochange	down	nochange	down	down	down	nochange	down	nochange	0	6	6
pert_617491	nochange	down	nochange	nochange	nochange	down	nochange	down	down	nochange	down	down	nochange	0	6	6
pert_617499	nochange	down	nochange	nochange	nochange	down	nochange	down	down	nochange	nochange	down	down	0	6	6
pert_617501	nochange	down	nochange	nochange	nochange	down	nochange	down	down	nochange	nochange	down	up	1	5	6
pert_617527	nochange	down	nochange	nochange	nochange	down	nochange	down	down	up	nochange	down	nochange	1	5	6
pert_617545	nochange	down	nochange	nochange	nochange	down	nochange	down	nochange	down	down	down	nochange	0	6	6
pert_617553	nochange	down	nochange	nochange	nochange	down	nochange	down	nochange	down	nochange	down	down	0	6	6
pert_617555	nochange	down	nochange	nochange	nochange	down	nochange	down	nochange	down	nochange	down	up	1	5	6
pert_617563	nochange	down	nochange	nochange	nochange	down	nochange	down	nochange	down	up	down	nochange	1	5	6
pert_617571	nochange	down	nochange	nochange	nochange	down	nochange	down	nochange	nochange	down	down	down	0	6	6
pert_617573	nochange	down	nochange	nochange	nochange	down	nochange	down	nochange	nochange	down	down	up	1	5	6
pert_617591	nochange	down	nochange	nochange	nochange	down	nochange	down	nochange	nochange	up	down	up	2	4	6
pert_617599	nochange	down	nochange	nochange	nochange	down	nochange	down	nochange	up	down	down	nochange	1	5	6
pert_617609	nochange	down	nochange	nochange	nochange	down	nochange	down	nochange	up	nochange	down	up	2	4	6
pert_617761	nochange	down	nochange	nochange	nochange	down	nochange	nochange	down	up	down	down	nochange	1	5	6
pert_619651	nochange	down	nochange	nochange	nochange	nochange	nochange	down	down	down	down	down	nochange	0	6	6
pert_619661	nochange	down	nochange	nochange	nochange	nochange	nochange	down	down	down	nochange	down	up	1	5	6
pert_619679	nochange	down	nochange	nochange	nochange	nochange	nochange	down	down	nochange	down	down	up	1	5	6
pert_619697	nochange	down	nochange	nochange	nochange	nochange	nochange	down	down	nochange	up	down	up	2	4	6
pert_619733	nochange	down	nochange	nochange	nochange	nochange	nochange	down	nochange	down	down	down	up	1	5	6
pert_619751	nochange	down	nochange	nochange	nochange	nochange	nochange	down	nochange	down	up	down	up	2	4	6
pert_619949	nochange	down	nochange	nochange	nochange	nochange	nochange	nochange	down	up	down	down	up	2	4	6
pert_619967	nochange	down	nochange	nochange	nochange	nochange	nochange	nochange	down	up	up	down	up	3	3	6
pert_709679	nochange	nochange	down	down	down	down	nochange	nochange	nochange	nochange	nochange	down	up	1	5	6
pert_715969	nochange	nochange	down	down	nochange	down	nochange	down	nochange	down	nochange	down	nochange	0	6	6
pert_718147	nochange	nochange	down	down	nochange	nochange	nochange	down	nochange	down	down	down	nochange	0	6	6
pert_718157	nochange	nochange	down	down	nochange	nochange	nochange	down	nochange	down	nochange	down	up	1	5	6
pert_729037	nochange	nochange	down	nochange	down	down	nochange	down	down	nochange	nochange	down	nochange	0	6	6
pert_729091	nochange	nochange	down	nochange	down	down	nochange	down	nochange	down	nochange	down	nochange	0	6	6
pert_729109	nochange	nochange	down	nochange	down	down	nochange	down	nochange	nochange	down	down	nochange	0	6	6
pert_729117	nochange	nochange	down	nochange	down	down	nochange	down	nochange	nochange	nochange	down	down	0	6	6
pert_729119	nochange	nochange	down	nochange	down	down	nochange	down	nochange	nochange	nochange	down	up	1	5	6
pert_729271	nochange	nochange	down	nochange	down	down	nochange	nochange	down	nochange	down	down	nochange	0	6	6
pert_729281	nochange	nochange	down	nochange	down	down	nochange	nochange	down	nochange	nochange	down	up	1	5	6
pert_729353	nochange	nochange	down	nochange	down	down	nochange	nochange	nochange	nochange	down	down	up	1	5	6
pert_729371	nochange	nochange	down	nochange	down	down	nochange	nochange	nochange	nochange	up	down	up	2	4	6
pert_729379	nochange	nochange	down	nochange	down	down	nochange	nochange	nochange	up	down	down	nochange	1	5	6
pert_729389	nochange	nochange	down	nochange	down	down	nochange	nochange	nochange	up	nochange	down	up	2	4	6
pert_731197	nochange	nochange	down	nochange	down	nochange	nochange	down	down	down	nochange	down	nochange	0	6	6
pert_731225	nochange	nochange	down	nochange	down	nochange	nochange	down	down	nochange	nochange	down	up	1	5	6
pert_731269	nochange	nochange	down	nochange	down	nochange	nochange	down	nochange	down	down	down	nochange	0	6	6
pert_731277	nochange	nochange	down	nochange	down	nochange	nochange	down	nochange	down	nochange	down	down	0	6	6
pert_731279	nochange	nochange	down	nochange	down	nochange	nochange	down	nochange	down	nochange	down	up	1	5	6
pert_731297	nochange	nochange	down	nochange	down	nochange	nochange	down	nochange	nochange	down	down	up	1	5	6
pert_731457	nochange	nochange	down	nochange	down	nochange	nochange	nochange	down	nochange	down	down	down	0	6	6
pert_731459	nochange	nochange	down	nochange	down	nochange	nochange	nochange	down	nochange	down	down	up	1	5	6
pert_731477	nochange	nochange	down	nochange	down	nochange	nochange	nochange	down	nochange	up	down	up	2	4	6
pert_731485	nochange	nochange	down	nochange	down	nochange	nochange	nochange	down	up	down	down	nochange	1	5	6
pert_731495	nochange	nochange	down	nochange	down	nochange	nochange	nochange	down	up	nochange	down	up	2	4	6
pert_731567	nochange	nochange	down	nochange	down	nochange	nochange	nochange	nochange	up	down	down	up	2	4	6
pert_735571	nochange	nochange	down	nochange	nochange	down	nochange	down	down	down	nochange	down	nochange	0	6	6
pert_735589	nochange	nochange	down	nochange	nochange	down	nochange	down	down	nochange	down	down	nochange	0	6	6
pert_735597	nochange	nochange	down	nochange	nochange	down	nochange	down	down	nochange	nochange	down	down	0	6	6
pert_735599	nochange	nochange	down	nochange	nochange	down	nochange	down	down	nochange	nochange	down	up	1	5	6
pert_735643	nochange	nochange	down	nochange	nochange	down	nochange	down	nochange	down	down	down	nochange	0	6	6
pert_735651	nochange	nochange	down	nochange	nochange	down	nochange	down	nochange	down	nochange	down	down	0	6	6
pert_735653	nochange	nochange	down	nochange	nochange	down	nochange	down	nochange	down	nochange	down	up	1	5	6
pert_735661	nochange	nochange	down	nochange	nochange	down	nochange	down	nochange	down	up	down	nochange	1	5	6
pert_735669	nochange	nochange	down	nochange	nochange	down	nochange	down	nochange	nochange	down	down	down	0	6	6
pert_735671	nochange	nochange	down	nochange	nochange	down	nochange	down	nochange	nochange	down	down	up	1	5	6
pert_735689	nochange	nochange	down	nochange	nochange	down	nochange	down	nochange	nochange	up	down	up	2	4	6
pert_735859	nochange	nochange	down	nochange	nochange	down	nochange	nochange	down	up	down	down	nochange	1	5	6
pert_737749	nochange	nochange	down	nochange	nochange	nochange	nochange	down	down	down	down	down	nochange	0	6	6
pert_737757	nochange	nochange	down	nochange	nochange	nochange	nochange	down	down	down	nochange	down	down	0	6	6
pert_737759	nochange	nochange	down	nochange	nochange	nochange	nochange	down	down	down	nochange	down	up	1	5	6
pert_737777	nochange	nochange	down	nochange	nochange	nochange	nochange	down	down	nochange	down	down	up	1	5	6
pert_737829	nochange	nochange	down	nochange	nochange	nochange	nochange	down	nochange	down	down	down	down	0	6	6
pert_737831	nochange	nochange	down	nochange	nochange	nochange	nochange	down	nochange	down	down	down	up	1	5	6
pert_737849	nochange	nochange	down	nochange	nochange	nochange	nochange	down	nochange	down	up	down	up	2	4	6
pert_738047	nochange	nochange	down	nochange	nochange	nochange	nochange	nochange	down	up	down	down	up	2	4	6
pert_738065	nochange	nochange	down	nochange	nochange	nochange	nochange	nochange	down	up	up	down	up	3	3	6
pert_768457	nochange	nochange	nochange	down	down	down	nochange	down	nochange	down	nochange	down	nochange	0	6	6
pert_768647	nochange	nochange	nochange	down	down	down	nochange	nochange	down	nochange	nochange	down	up	1	5	6
pert_768719	nochange	nochange	nochange	down	down	down	nochange	nochange	nochange	nochange	down	down	up	1	5	6
pert_770635	nochange	nochange	nochange	down	down	nochange	nochange	down	nochange	down	down	down	nochange	0	6	6
pert_770645	nochange	nochange	nochange	down	down	nochange	nochange	down	nochange	down	nochange	down	up	1	5	6
pert_770825	nochange	nochange	nochange	down	down	nochange	nochange	nochange	down	nochange	down	down	up	1	5	6
pert_774937	nochange	nochange	nochange	down	nochange	down	nochange	down	down	down	nochange	down	nochange	0	6	6
pert_775009	nochange	nochange	nochange	down	nochange	down	nochange	down	nochange	down	down	down	nochange	0	6	6
pert_775019	nochange	nochange	nochange	down	nochange	down	nochange	down	nochange	down	nochange	down	up	1	5	6
pert_777115	nochange	nochange	nochange	down	nochange	nochange	nochange	down	down	down	down	down	nochange	0	6	6
pert_777125	nochange	nochange	nochange	down	nochange	nochange	nochange	down	down	down	nochange	down	up	1	5	6
pert_777197	nochange	nochange	nochange	down	nochange	nochange	nochange	down	nochange	down	down	down	up	1	5	6
pert_777215	nochange	nochange	nochange	down	nochange	nochange	nochange	down	nochange	down	up	down	up	2	4	6
pert_788059	nochange	nochange	nochange	nochange	down	down	nochange	down	down	down	nochange	down	nochange	0	6	6
pert_788077	nochange	nochange	nochange	nochange	down	down	nochange	down	down	nochange	down	down	nochange	0	6	6
pert_788085	nochange	nochange	nochange	nochange	down	down	nochange	down	down	nochange	nochange	down	down	0	6	6
pert_788087	nochange	nochange	nochange	nochange	down	down	nochange	down	down	nochange	nochange	down	up	1	5	6
pert_788113	nochange	nochange	nochange	nochange	down	down	nochange	down	down	up	nochange	down	nochange	1	5	6
pert_788131	nochange	nochange	nochange	nochange	down	down	nochange	down	nochange	down	down	down	nochange	0	6	6
pert_788139	nochange	nochange	nochange	nochange	down	down	nochange	down	nochange	down	nochange	down	down	0	6	6
pert_788141	nochange	nochange	nochange	nochange	down	down	nochange	down	nochange	down	nochange	down	up	1	5	6
pert_788149	nochange	nochange	nochange	nochange	down	down	nochange	down	nochange	down	up	down	nochange	1	5	6
pert_788157	nochange	nochange	nochange	nochange	down	down	nochange	down	nochange	nochange	down	down	down	0	6	6
pert_788159	nochange	nochange	nochange	nochange	down	down	nochange	down	nochange	nochange	down	down	up	1	5	6
pert_788177	nochange	nochange	nochange	nochange	down	down	nochange	down	nochange	nochange	up	down	up	2	4	6
pert_788185	nochange	nochange	nochange	nochange	down	down	nochange	down	nochange	up	down	down	nochange	1	5	6
pert_788195	nochange	nochange	nochange	nochange	down	down	nochange	down	nochange	up	nochange	down	up	2	4	6
pert_788319	nochange	nochange	nochange	nochange	down	down	nochange	nochange	down	nochange	down	down	down	0	6	6
pert_788321	nochange	nochange	nochange	nochange	down	down	nochange	nochange	down	nochange	down	down	up	1	5	6
pert_788339	nochange	nochange	nochange	nochange	down	down	nochange	nochange	down	nochange	up	down	up	2	4	6
pert_788347	nochange	nochange	nochange	nochange	down	down	nochange	nochange	down	up	down	down	nochange	1	5	6
pert_788357	nochange	nochange	nochange	nochange	down	down	nochange	nochange	down	up	nochange	down	up	2	4	6
pert_788429	nochange	nochange	nochange	nochange	down	down	nochange	nochange	nochange	up	down	down	up	2	4	6
pert_788447	nochange	nochange	nochange	nochange	down	down	nochange	nochange	nochange	up	up	down	up	3	3	6
pert_789599	nochange	nochange	nochange	nochange	down	nochange	down	down	nochange	down	nochange	down	up	1	5	6
pert_790237	nochange	nochange	nochange	nochange	down	nochange	nochange	down	down	down	down	down	nochange	0	6	6
pert_790247	nochange	nochange	nochange	nochange	down	nochange	nochange	down	down	down	nochange	down	up	1	5	6
pert_790265	nochange	nochange	nochange	nochange	down	nochange	nochange	down	down	nochange	down	down	up	1	5	6
pert_790283	nochange	nochange	nochange	nochange	down	nochange	nochange	down	down	nochange	up	down	up	2	4	6
pert_790319	nochange	nochange	nochange	nochange	down	nochange	nochange	down	nochange	down	down	down	up	1	5	6
pert_790337	nochange	nochange	nochange	nochange	down	nochange	nochange	down	nochange	down	up	down	up	2	4	6
pert_790535	nochange	nochange	nochange	nochange	down	nochange	nochange	nochange	down	up	down	down	up	2	4	6
pert_790553	nochange	nochange	nochange	nochange	down	nochange	nochange	nochange	down	up	up	down	up	3	3	6
pert_793973	nochange	nochange	nochange	nochange	nochange	down	down	down	nochange	down	nochange	down	up	1	5	6
pert_794611	nochange	nochange	nochange	nochange	nochange	down	nochange	down	down	down	down	down	nochange	0	6	6
pert_794619	nochange	nochange	nochange	nochange	nochange	down	nochange	down	down	down	nochange	down	down	0	6	6
pert_794621	nochange	nochange	nochange	nochange	nochange	down	nochange	down	down	down	nochange	down	up	1	5	6
pert_794629	nochange	nochange	nochange	nochange	nochange	down	nochange	down	down	down	up	down	nochange	1	5	6
pert_794637	nochange	nochange	nochange	nochange	nochange	down	nochange	down	down	nochange	down	down	down	0	6	6
pert_794639	nochange	nochange	nochange	nochange	nochange	down	nochange	down	down	nochange	down	down	up	1	5	6
pert_794657	nochange	nochange	nochange	nochange	nochange	down	nochange	down	down	nochange	up	down	up	2	4	6
pert_794665	nochange	nochange	nochange	nochange	nochange	down	nochange	down	down	up	down	down	nochange	1	5	6
pert_794675	nochange	nochange	nochange	nochange	nochange	down	nochange	down	down	up	nochange	down	up	2	4	6
pert_794691	nochange	nochange	nochange	nochange	nochange	down	nochange	down	nochange	down	down	down	down	0	6	6
pert_794693	nochange	nochange	nochange	nochange	nochange	down	nochange	down	nochange	down	down	down	up	1	5	6
pert_794711	nochange	nochange	nochange	nochange	nochange	down	nochange	down	nochange	down	up	down	up	2	4	6
pert_794747	nochange	nochange	nochange	nochange	nochange	down	nochange	down	nochange	up	down	down	up	2	4	6
pert_796079	nochange	nochange	nochange	nochange	nochange	nochange	down	down	down	down	nochange	down	up	1	5	6
pert_796151	nochange	nochange	nochange	nochange	nochange	nochange	down	down	nochange	down	down	down	up	1	5	6
pert_796799	nochange	nochange	nochange	nochange	nochange	nochange	nochange	down	down	down	down	down	up	1	5	6
pert_796817	nochange	nochange	nochange	nochange	nochange	nochange	nochange	down	down	down	up	down	up	2	4	6
pert_906265	nochange	up	down	nochange	down	down	nochange	down	nochange	nochange	nochange	down	nochange	1	5	6
pert_906427	nochange	up	down	nochange	down	down	nochange	nochange	down	nochange	nochange	down	nochange	1	5	6
pert_906499	nochange	up	down	nochange	down	down	nochange	nochange	nochange	nochange	down	down	nochange	1	5	6
pert_906509	nochange	up	down	nochange	down	down	nochange	nochange	nochange	nochange	nochange	down	up	2	4	6
pert_908425	nochange	up	down	nochange	down	nochange	nochange	down	nochange	down	nochange	down	nochange	1	5	6
pert_908453	nochange	up	down	nochange	down	nochange	nochange	down	nochange	nochange	nochange	down	up	2	4	6
pert_908605	nochange	up	down	nochange	down	nochange	nochange	nochange	down	nochange	down	down	nochange	1	5	6
pert_908613	nochange	up	down	nochange	down	nochange	nochange	nochange	down	nochange	nochange	down	down	1	5	6
pert_908615	nochange	up	down	nochange	down	nochange	nochange	nochange	down	nochange	nochange	down	up	2	4	6
pert_908685	nochange	up	down	nochange	down	nochange	nochange	nochange	nochange	nochange	down	down	down	1	5	6
pert_908687	nochange	up	down	nochange	down	nochange	nochange	nochange	nochange	nochange	down	down	up	2	4	6
pert_908705	nochange	up	down	nochange	down	nochange	nochange	nochange	nochange	nochange	up	down	up	3	3	6
pert_908713	nochange	up	down	nochange	down	nochange	nochange	nochange	nochange	up	down	down	nochange	2	4	6
pert_908723	nochange	up	down	nochange	down	nochange	nochange	nochange	nochange	up	nochange	down	up	3	3	6
pert_912745	nochange	up	down	nochange	nochange	down	nochange	down	down	nochange	nochange	down	nochange	1	5	6
pert_912799	nochange	up	down	nochange	nochange	down	nochange	down	nochange	down	nochange	down	nochange	1	5	6
pert_912817	nochange	up	down	nochange	nochange	down	nochange	down	nochange	nochange	down	down	nochange	1	5	6
pert_912825	nochange	up	down	nochange	nochange	down	nochange	down	nochange	nochange	nochange	down	down	1	5	6
pert_912827	nochange	up	down	nochange	nochange	down	nochange	down	nochange	nochange	nochange	down	up	2	4	6
pert_913015	nochange	up	down	nochange	nochange	down	nochange	nochange	down	up	nochange	down	nochange	2	4	6
pert_913087	nochange	up	down	nochange	nochange	down	nochange	nochange	nochange	up	down	down	nochange	2	4	6
pert_914905	nochange	up	down	nochange	nochange	nochange	nochange	down	down	down	nochange	down	nochange	1	5	6
pert_914933	nochange	up	down	nochange	nochange	nochange	nochange	down	down	nochange	nochange	down	up	2	4	6
pert_914977	nochange	up	down	nochange	nochange	nochange	nochange	down	nochange	down	down	down	nochange	1	5	6
pert_914985	nochange	up	down	nochange	nochange	nochange	nochange	down	nochange	down	nochange	down	down	1	5	6
pert_914987	nochange	up	down	nochange	nochange	nochange	nochange	down	nochange	down	nochange	down	up	2	4	6
pert_915005	nochange	up	down	nochange	nochange	nochange	nochange	down	nochange	nochange	down	down	up	2	4	6
pert_915167	nochange	up	down	nochange	nochange	nochange	nochange	nochange	down	nochange	down	down	up	2	4	6
