AKT1 CCNA1 CTNNB1 E2F1 GRB2 MAPK1 MAPK14 MAPK8 MDM2 PDK1 SMAD7 SRC TSC1 up down total
pert_266384 down nochange nochange nochange nochange nochange up nochange down up down down up 3 4 7
pert_266402 down nochange nochange nochange nochange nochange up nochange down up up down up 4 3 7
pert_266828 down nochange nochange nochange nochange up down down down down nochange nochange up 2 5 7
pert_266846 down nochange nochange nochange nochange up down down down nochange down nochange up 2 5 7
pert_266852 down nochange nochange nochange nochange up down down down nochange nochange down up 2 5 7
pert_266882 down nochange nochange nochange nochange up down down down up nochange nochange up 3 4 7
pert_266900 down nochange nochange nochange nochange up down down nochange down down nochange up 2 5 7
pert_266906 down nochange nochange nochange nochange up down down nochange down nochange down up 2 5 7
pert_266924 down nochange nochange nochange nochange up down down nochange nochange down down up 2 5 7
pert_266942 down nochange nochange nochange nochange up down down nochange nochange up down up 3 4 7
pert_266954 down nochange nochange nochange nochange up down down nochange up down nochange up 3 4 7
pert_266960 down nochange nochange nochange nochange up down down nochange up nochange down up 3 4 7
pert_266972 down nochange nochange nochange nochange up down down nochange up up nochange up 4 3 7
pert_267068 down nochange nochange nochange nochange up down nochange down down nochange down up 2 5 7
pert_267086 down nochange nochange nochange nochange up down nochange down nochange down down up 2 5 7
pert_267104 down nochange nochange nochange nochange up down nochange down nochange up down up 3 4 7
pert_267122 down nochange nochange nochange nochange up down nochange down up nochange down up 3 4 7
pert_267140 down nochange nochange nochange nochange up down nochange nochange down down down up 2 5 7
pert_267158 down nochange nochange nochange nochange up down nochange nochange down up down up 3 4 7
pert_267194 down nochange nochange nochange nochange up down nochange nochange up down down up 3 4 7
pert_267212 down nochange nochange nochange nochange up down nochange nochange up up down up 4 3 7
pert_267310 down nochange nochange nochange nochange up down up down down nochange down nochange 2 5 7
pert_267338 down nochange nochange nochange nochange up down up down nochange nochange down up 3 4 7
pert_267382 down nochange nochange nochange nochange up down up nochange down down down nochange 2 5 7
pert_267392 down nochange nochange nochange nochange up down up nochange down nochange down up 3 4 7
pert_267400 down nochange nochange nochange nochange up down up nochange down up down nochange 3 4 7
pert_267410 down nochange nochange nochange nochange up down up nochange nochange down down up 3 4 7
pert_267428 down nochange nochange nochange nochange up down up nochange nochange up down up 4 3 7
pert_267446 down nochange nochange nochange nochange up down up nochange up nochange down up 4 3 7
pert_267554 down nochange nochange nochange nochange up nochange down down down nochange down up 2 5 7
pert_267572 down nochange nochange nochange nochange up nochange down down nochange down down up 2 5 7
pert_267590 down nochange nochange nochange nochange up nochange down down nochange up down up 3 4 7
pert_267602 down nochange nochange nochange nochange up nochange down down up down nochange up 3 4 7
pert_267608 down nochange nochange nochange nochange up nochange down down up nochange down up 3 4 7
pert_267626 down nochange nochange nochange nochange up nochange down nochange down down down up 2 5 7
pert_267644 down nochange nochange nochange nochange up nochange down nochange down up down up 3 4 7
pert_267680 down nochange nochange nochange nochange up nochange down nochange up down down up 3 4 7
pert_267698 down nochange nochange nochange nochange up nochange down nochange up up down up 4 3 7
pert_267788 down nochange nochange nochange nochange up nochange nochange down down down down up 2 5 7
pert_267806 down nochange nochange nochange nochange up nochange nochange down down up down up 3 4 7
pert_267842 down nochange nochange nochange nochange up nochange nochange down up down down up 3 4 7
pert_267860 down nochange nochange nochange nochange up nochange nochange down up up down up 4 3 7
pert_268040 down nochange nochange nochange nochange up nochange up down down nochange down up 3 4 7
pert_268058 down nochange nochange nochange nochange up nochange up down nochange down down up 3 4 7
pert_268076 down nochange nochange nochange nochange up nochange up down nochange up down up 4 3 7
pert_268094 down nochange nochange nochange nochange up nochange up down up nochange down up 4 3 7
pert_268112 down nochange nochange nochange nochange up nochange up nochange down down down up 3 4 7
pert_268130 down nochange nochange nochange nochange up nochange up nochange down up down up 4 3 7
pert_268166 down nochange nochange nochange nochange up nochange up nochange up down down up 4 3 7
pert_268184 down nochange nochange nochange nochange up nochange up nochange up up down up 5 2 7
pert_268364 down nochange nochange nochange nochange up up down nochange down nochange down up 3 4 7
pert_268526 down nochange nochange nochange nochange up up nochange down down nochange down up 3 4 7
pert_268598 down nochange nochange nochange nochange up up nochange nochange down down down up 3 4 7
pert_268616 down nochange nochange nochange nochange up up nochange nochange down up down up 4 3 7
pert_355384 down up down down down down nochange nochange nochange nochange nochange down nochange 1 6 7
pert_357328 down up down down down nochange nochange down nochange nochange nochange down nochange 1 6 7
pert_357330 down up down down down nochange nochange down nochange nochange nochange nochange down 1 6 7
pert_357490 down up down down down nochange nochange nochange down nochange nochange down nochange 1 6 7
pert_357544 down up down down down nochange nochange nochange nochange down nochange down nochange 1 6 7
pert_357562 down up down down down nochange nochange nochange nochange nochange down down nochange 1 6 7
pert_357570 down up down down down nochange nochange nochange nochange nochange nochange down down 1 6 7
pert_357572 down up down down down nochange nochange nochange nochange nochange nochange down up 2 5 7
pert_357580 down up down down down nochange nochange nochange nochange nochange up down nochange 2 5 7
pert_357598 down up down down down nochange nochange nochange nochange up nochange down nochange 2 5 7
pert_357814 down up down down down nochange nochange up nochange nochange nochange down nochange 2 5 7
pert_358300 down up down down down nochange up nochange nochange nochange nochange down nochange 2 5 7
pert_359518 down up down down down up nochange down nochange nochange nochange nochange nochange 2 5 7
pert_359680 down up down down down up nochange nochange down nochange nochange nochange nochange 2 5 7
pert_359734 down up down down down up nochange nochange nochange down nochange nochange nochange 2 5 7
pert_359752 down up down down down up nochange nochange nochange nochange down nochange nochange 2 5 7
pert_359758 down up down down down up nochange nochange nochange nochange nochange down nochange 2 5 7
pert_359760 down up down down down up nochange nochange nochange nochange nochange nochange down 2 5 7
pert_359762 down up down down down up nochange nochange nochange nochange nochange nochange up 3 4 7
pert_359770 down up down down down up nochange nochange nochange nochange up nochange nochange 3 4 7
pert_359788 down up down down down up nochange nochange nochange up nochange nochange nochange 3 4 7
pert_360004 down up down down down up nochange up nochange nochange nochange nochange nochange 3 4 7
pert_361216 down up down down nochange down down nochange nochange nochange nochange down nochange 1 6 7
pert_361702 down up down down nochange down nochange down nochange nochange nochange down nochange 1 6 7
pert_361864 down up down down nochange down nochange nochange down nochange nochange down nochange 1 6 7
pert_361918 down up down down nochange down nochange nochange nochange down nochange down nochange 1 6 7
pert_361936 down up down down nochange down nochange nochange nochange nochange down down nochange 1 6 7
pert_361944 down up down down nochange down nochange nochange nochange nochange nochange down down 1 6 7
pert_361954 down up down down nochange down nochange nochange nochange nochange up down nochange 2 5 7
pert_361972 down up down down nochange down nochange nochange nochange up nochange down nochange 2 5 7
pert_362674 down up down down nochange down up nochange nochange nochange nochange down nochange 2 5 7
pert_363160 down up down down nochange nochange down down nochange nochange nochange down nochange 1 6 7
pert_363394 down up down down nochange nochange down nochange nochange nochange down down nochange 1 6 7
pert_363404 down up down down nochange nochange down nochange nochange nochange nochange down up 2 5 7
pert_363808 down up down down nochange nochange nochange down down nochange nochange down nochange 1 6 7
pert_363862 down up down down nochange nochange nochange down nochange down nochange down nochange 1 6 7
pert_363880 down up down down nochange nochange nochange down nochange nochange down down nochange 1 6 7
pert_363888 down up down down nochange nochange nochange down nochange nochange nochange down down 1 6 7
pert_363890 down up down down nochange nochange nochange down nochange nochange nochange down up 2 5 7
pert_363898 down up down down nochange nochange nochange down nochange nochange up down nochange 2 5 7
pert_363916 down up down down nochange nochange nochange down nochange up nochange down nochange 2 5 7
pert_364024 down up down down nochange nochange nochange nochange down down nochange down nochange 1 6 7
pert_364042 down up down down nochange nochange nochange nochange down nochange down down nochange 1 6 7
pert_364050 down up down down nochange nochange nochange nochange down nochange nochange down down 1 6 7
pert_364052 down up down down nochange nochange nochange nochange down nochange nochange down up 2 5 7
pert_364060 down up down down nochange nochange nochange nochange down nochange up down nochange 2 5 7
pert_364078 down up down down nochange nochange nochange nochange down up nochange down nochange 2 5 7
pert_364096 down up down down nochange nochange nochange nochange nochange down down down nochange 1 6 7
pert_364104 down up down down nochange nochange nochange nochange nochange down nochange down down 1 6 7
pert_364106 down up down down nochange nochange nochange nochange nochange down nochange down up 2 5 7
pert_364114 down up down down nochange nochange nochange nochange nochange down up down nochange 2 5 7
pert_364122 down up down down nochange nochange nochange nochange nochange nochange down down down 1 6 7
pert_364124 down up down down nochange nochange nochange nochange nochange nochange down down up 2 5 7
pert_364140 down up down down nochange nochange nochange nochange nochange nochange up down down 2 5 7
pert_364142 down up down down nochange nochange nochange nochange nochange nochange up down up 3 4 7
pert_364150 down up down down nochange nochange nochange nochange nochange up down down nochange 2 5 7
pert_364158 down up down down nochange nochange nochange nochange nochange up nochange down down 2 5 7
pert_364160 down up down down nochange nochange nochange nochange nochange up nochange down up 3 4 7
pert_364168 down up down down nochange nochange nochange nochange nochange up up down nochange 3 4 7
pert_364618 down up down down nochange nochange up down nochange nochange nochange down nochange 2 5 7
pert_364780 down up down down nochange nochange up nochange down nochange nochange down nochange 2 5 7
pert_364834 down up down down nochange nochange up nochange nochange down nochange down nochange 2 5 7
pert_364852 down up down down nochange nochange up nochange nochange nochange down down nochange 2 5 7
pert_364860 down up down down nochange nochange up nochange nochange nochange nochange down down 2 5 7
pert_364870 down up down down nochange nochange up nochange nochange nochange up down nochange 3 4 7
pert_364888 down up down down nochange nochange up nochange nochange up nochange down nochange 3 4 7
pert_365998 down up down down nochange up nochange down down nochange nochange nochange nochange 2 5 7
pert_366052 down up down down nochange up nochange down nochange down nochange nochange nochange 2 5 7
pert_366070 down up down down nochange up nochange down nochange nochange down nochange nochange 2 5 7
pert_366076 down up down down nochange up nochange down nochange nochange nochange down nochange 2 5 7
pert_366078 down up down down nochange up nochange down nochange nochange nochange nochange down 2 5 7
pert_366088 down up down down nochange up nochange down nochange nochange up nochange nochange 3 4 7
pert_366106 down up down down nochange up nochange down nochange up nochange nochange nochange 3 4 7
pert_366214 down up down down nochange up nochange nochange down down nochange nochange nochange 2 5 7
pert_366232 down up down down nochange up nochange nochange down nochange down nochange nochange 2 5 7
pert_366238 down up down down nochange up nochange nochange down nochange nochange down nochange 2 5 7
pert_366240 down up down down nochange up nochange nochange down nochange nochange nochange down 2 5 7
pert_366250 down up down down nochange up nochange nochange down nochange up nochange nochange 3 4 7
pert_366268 down up down down nochange up nochange nochange down up nochange nochange nochange 3 4 7
pert_366286 down up down down nochange up nochange nochange nochange down down nochange nochange 2 5 7
pert_366292 down up down down nochange up nochange nochange nochange down nochange down nochange 2 5 7
pert_366294 down up down down nochange up nochange nochange nochange down nochange nochange down 2 5 7
pert_366304 down up down down nochange up nochange nochange nochange down up nochange nochange 3 4 7
pert_366310 down up down down nochange up nochange nochange nochange nochange down down nochange 2 5 7
pert_366312 down up down down nochange up nochange nochange nochange nochange down nochange down 2 5 7
pert_366318 down up down down nochange up nochange nochange nochange nochange nochange down down 2 5 7
pert_366320 down up down down nochange up nochange nochange nochange nochange nochange down up 3 4 7
pert_366328 down up down down nochange up nochange nochange nochange nochange up down nochange 3 4 7
pert_366330 down up down down nochange up nochange nochange nochange nochange up nochange down 3 4 7
pert_366340 down up down down nochange up nochange nochange nochange up down nochange nochange 3 4 7
pert_366346 down up down down nochange up nochange nochange nochange up nochange down nochange 3 4 7
pert_366348 down up down down nochange up nochange nochange nochange up nochange nochange down 3 4 7
pert_366358 down up down down nochange up nochange nochange nochange up up nochange nochange 4 3 7
pert_366562 down up down down nochange up nochange up nochange nochange nochange down nochange 3 4 7
pert_374338 down up down nochange down down down nochange nochange nochange nochange down nochange 1 6 7
pert_374824 down up down nochange down down nochange down nochange nochange nochange down nochange 1 6 7
pert_374986 down up down nochange down down nochange nochange down nochange nochange down nochange 1 6 7
pert_375040 down up down nochange down down nochange nochange nochange down nochange down nochange 1 6 7
pert_375058 down up down nochange down down nochange nochange nochange nochange down down nochange 1 6 7
pert_375066 down up down nochange down down nochange nochange nochange nochange nochange down down 1 6 7
pert_375068 down up down nochange down down nochange nochange nochange nochange nochange down up 2 5 7
pert_375076 down up down nochange down down nochange nochange nochange nochange up down nochange 2 5 7
pert_375094 down up down nochange down down nochange nochange nochange up nochange down nochange 2 5 7
pert_375310 down up down nochange down down nochange up nochange nochange nochange down nochange 2 5 7
pert_375796 down up down nochange down down up nochange nochange nochange nochange down nochange 2 5 7
pert_376282 down up down nochange down nochange down down nochange nochange nochange down nochange 1 6 7
pert_376284 down up down nochange down nochange down down nochange nochange nochange nochange down 1 6 7
pert_376444 down up down nochange down nochange down nochange down nochange nochange down nochange 1 6 7
pert_376498 down up down nochange down nochange down nochange nochange down nochange down nochange 1 6 7
pert_376516 down up down nochange down nochange down nochange nochange nochange down down nochange 1 6 7
pert_376524 down up down nochange down nochange down nochange nochange nochange nochange down down 1 6 7
pert_376526 down up down nochange down nochange down nochange nochange nochange nochange down up 2 5 7
pert_376534 down up down nochange down nochange down nochange nochange nochange up down nochange 2 5 7
pert_376552 down up down nochange down nochange down nochange nochange up nochange down nochange 2 5 7
pert_376768 down up down nochange down nochange down up nochange nochange nochange down nochange 2 5 7
pert_376930 down up down nochange down nochange nochange down down nochange nochange down nochange 1 6 7
pert_376932 down up down nochange down nochange nochange down down nochange nochange nochange down 1 6 7
pert_376984 down up down nochange down nochange nochange down nochange down nochange down nochange 1 6 7
pert_376986 down up down nochange down nochange nochange down nochange down nochange nochange down 1 6 7
pert_377002 down up down nochange down nochange nochange down nochange nochange down down nochange 1 6 7
pert_377004 down up down nochange down nochange nochange down nochange nochange down nochange down 1 6 7
pert_377010 down up down nochange down nochange nochange down nochange nochange nochange down down 1 6 7
pert_377012 down up down nochange down nochange nochange down nochange nochange nochange down up 2 5 7
pert_377020 down up down nochange down nochange nochange down nochange nochange up down nochange 2 5 7
pert_377038 down up down nochange down nochange nochange down nochange up nochange down nochange 2 5 7
pert_377146 down up down nochange down nochange nochange nochange down down nochange down nochange 1 6 7
pert_377164 down up down nochange down nochange nochange nochange down nochange down down nochange 1 6 7
pert_377172 down up down nochange down nochange nochange nochange down nochange nochange down down 1 6 7
pert_377174 down up down nochange down nochange nochange nochange down nochange nochange down up 2 5 7
pert_377182 down up down nochange down nochange nochange nochange down nochange up down nochange 2 5 7
pert_377200 down up down nochange down nochange nochange nochange down up nochange down nochange 2 5 7
pert_377218 down up down nochange down nochange nochange nochange nochange down down down nochange 1 6 7
pert_377226 down up down nochange down nochange nochange nochange nochange down nochange down down 1 6 7
pert_377228 down up down nochange down nochange nochange nochange nochange down nochange down up 2 5 7
pert_377236 down up down nochange down nochange nochange nochange nochange down up down nochange 2 5 7
pert_377244 down up down nochange down nochange nochange nochange nochange nochange down down down 1 6 7
pert_377246 down up down nochange down nochange nochange nochange nochange nochange down down up 2 5 7
pert_377262 down up down nochange down nochange nochange nochange nochange nochange up down down 2 5 7
pert_377264 down up down nochange down nochange nochange nochange nochange nochange up down up 3 4 7
pert_377272 down up down nochange down nochange nochange nochange nochange up down down nochange 2 5 7
pert_377280 down up down nochange down nochange nochange nochange nochange up nochange down down 2 5 7
pert_377282 down up down nochange down nochange nochange nochange nochange up nochange down up 3 4 7
pert_377290 down up down nochange down nochange nochange nochange nochange up up down nochange 3 4 7
pert_377416 down up down nochange down nochange nochange up down nochange nochange down nochange 2 5 7
pert_377470 down up down nochange down nochange nochange up nochange down nochange down nochange 2 5 7
pert_377488 down up down nochange down nochange nochange up nochange nochange down down nochange 2 5 7
pert_377496 down up down nochange down nochange nochange up nochange nochange nochange down down 2 5 7
pert_377498 down up down nochange down nochange nochange up nochange nochange nochange down up 3 4 7
pert_377506 down up down nochange down nochange nochange up nochange nochange up down nochange 3 4 7
pert_377524 down up down nochange down nochange nochange up nochange up nochange down nochange 3 4 7
pert_377740 down up down nochange down nochange up down nochange nochange nochange down nochange 2 5 7
pert_377902 down up down nochange down nochange up nochange down nochange nochange down nochange 2 5 7
pert_377956 down up down nochange down nochange up nochange nochange down nochange down nochange 2 5 7
pert_377974 down up down nochange down nochange up nochange nochange nochange down down nochange 2 5 7
pert_377982 down up down nochange down nochange up nochange nochange nochange nochange down down 2 5 7
pert_377984 down up down nochange down nochange up nochange nochange nochange nochange down up 3 4 7
pert_377992 down up down nochange down nochange up nochange nochange nochange up down nochange 3 4 7
pert_378010 down up down nochange down nochange up nochange nochange up nochange down nochange 3 4 7
pert_378226 down up down nochange down nochange up up nochange nochange nochange down nochange 3 4 7
pert_378472 down up down nochange down up down down nochange nochange nochange nochange nochange 2 5 7
pert_378634 down up down nochange down up down nochange down nochange nochange nochange nochange 2 5 7
pert_378688 down up down nochange down up down nochange nochange down nochange nochange nochange 2 5 7
pert_378706 down up down nochange down up down nochange nochange nochange down nochange nochange 2 5 7
pert_378712 down up down nochange down up down nochange nochange nochange nochange down nochange 2 5 7
pert_378714 down up down nochange down up down nochange nochange nochange nochange nochange down 2 5 7
pert_378716 down up down nochange down up down nochange nochange nochange nochange nochange up 3 4 7
pert_378742 down up down nochange down up down nochange nochange up nochange nochange nochange 3 4 7
pert_378958 down up down nochange down up down up nochange nochange nochange nochange nochange 3 4 7
pert_379120 down up down nochange down up nochange down down nochange nochange nochange nochange 2 5 7
pert_379174 down up down nochange down up nochange down nochange down nochange nochange nochange 2 5 7
pert_379192 down up down nochange down up nochange down nochange nochange down nochange nochange 2 5 7
pert_379198 down up down nochange down up nochange down nochange nochange nochange down nochange 2 5 7
pert_379200 down up down nochange down up nochange down nochange nochange nochange nochange down 2 5 7
pert_379202 down up down nochange down up nochange down nochange nochange nochange nochange up 3 4 7
pert_379210 down up down nochange down up nochange down nochange nochange up nochange nochange 3 4 7
pert_379228 down up down nochange down up nochange down nochange up nochange nochange nochange 3 4 7
pert_379336 down up down nochange down up nochange nochange down down nochange nochange nochange 2 5 7
pert_379354 down up down nochange down up nochange nochange down nochange down nochange nochange 2 5 7
pert_379360 down up down nochange down up nochange nochange down nochange nochange down nochange 2 5 7
pert_379362 down up down nochange down up nochange nochange down nochange nochange nochange down 2 5 7
pert_379364 down up down nochange down up nochange nochange down nochange nochange nochange up 3 4 7
pert_379372 down up down nochange down up nochange nochange down nochange up nochange nochange 3 4 7
pert_379390 down up down nochange down up nochange nochange down up nochange nochange nochange 3 4 7
pert_379408 down up down nochange down up nochange nochange nochange down down nochange nochange 2 5 7
pert_379414 down up down nochange down up nochange nochange nochange down nochange down nochange 2 5 7
pert_379416 down up down nochange down up nochange nochange nochange down nochange nochange down 2 5 7
pert_379418 down up down nochange down up nochange nochange nochange down nochange nochange up 3 4 7
pert_379426 down up down nochange down up nochange nochange nochange down up nochange nochange 3 4 7
pert_379432 down up down nochange down up nochange nochange nochange nochange down down nochange 2 5 7
pert_379434 down up down nochange down up nochange nochange nochange nochange down nochange down 2 5 7
pert_379436 down up down nochange down up nochange nochange nochange nochange down nochange up 3 4 7
pert_379440 down up down nochange down up nochange nochange nochange nochange nochange down down 2 5 7
pert_379442 down up down nochange down up nochange nochange nochange nochange nochange down up 3 4 7
pert_379450 down up down nochange down up nochange nochange nochange nochange up down nochange 3 4 7
pert_379452 down up down nochange down up nochange nochange nochange nochange up nochange down 3 4 7
pert_379454 down up down nochange down up nochange nochange nochange nochange up nochange up 4 3 7
pert_379462 down up down nochange down up nochange nochange nochange up down nochange nochange 3 4 7
pert_379468 down up down nochange down up nochange nochange nochange up nochange down nochange 3 4 7
pert_379470 down up down nochange down up nochange nochange nochange up nochange nochange down 3 4 7
pert_379472 down up down nochange down up nochange nochange nochange up nochange nochange up 4 3 7
pert_379480 down up down nochange down up nochange nochange nochange up up nochange nochange 4 3 7
pert_379606 down up down nochange down up nochange up down nochange nochange nochange nochange 3 4 7
pert_379660 down up down nochange down up nochange up nochange down nochange nochange nochange 3 4 7
pert_379678 down up down nochange down up nochange up nochange nochange down nochange nochange 3 4 7
pert_379684 down up down nochange down up nochange up nochange nochange nochange down nochange 3 4 7
pert_379686 down up down nochange down up nochange up nochange nochange nochange nochange down 3 4 7
pert_379714 down up down nochange down up nochange up nochange up nochange nochange nochange 4 3 7
pert_380174 down up down nochange down up up nochange nochange nochange nochange nochange up 4 3 7
pert_380656 down up down nochange nochange down down down nochange nochange nochange down nochange 1 6 7
pert_380818 down up down nochange nochange down down nochange down nochange nochange down nochange 1 6 7
pert_380872 down up down nochange nochange down down nochange nochange down nochange down nochange 1 6 7
pert_380890 down up down nochange nochange down down nochange nochange nochange down down nochange 1 6 7
pert_380898 down up down nochange nochange down down nochange nochange nochange nochange down down 1 6 7
pert_380908 down up down nochange nochange down down nochange nochange nochange up down nochange 2 5 7
pert_380926 down up down nochange nochange down down nochange nochange up nochange down nochange 2 5 7
pert_381304 down up down nochange nochange down nochange down down nochange nochange down nochange 1 6 7
pert_381358 down up down nochange nochange down nochange down nochange down nochange down nochange 1 6 7
pert_381376 down up down nochange nochange down nochange down nochange nochange down down nochange 1 6 7
pert_381384 down up down nochange nochange down nochange down nochange nochange nochange down down 1 6 7
pert_381394 down up down nochange nochange down nochange down nochange nochange up down nochange 2 5 7
pert_381412 down up down nochange nochange down nochange down nochange up nochange down nochange 2 5 7
pert_381520 down up down nochange nochange down nochange nochange down down nochange down nochange 1 6 7
pert_381538 down up down nochange nochange down nochange nochange down nochange down down nochange 1 6 7
pert_381546 down up down nochange nochange down nochange nochange down nochange nochange down down 1 6 7
pert_381556 down up down nochange nochange down nochange nochange down nochange up down nochange 2 5 7
pert_381574 down up down nochange nochange down nochange nochange down up nochange down nochange 2 5 7
pert_381592 down up down nochange nochange down nochange nochange nochange down down down nochange 1 6 7
pert_381600 down up down nochange nochange down nochange nochange nochange down nochange down down 1 6 7
pert_381610 down up down nochange nochange down nochange nochange nochange down up down nochange 2 5 7
pert_381618 down up down nochange nochange down nochange nochange nochange nochange down down down 1 6 7
pert_381636 down up down nochange nochange down nochange nochange nochange nochange up down down 2 5 7
pert_381646 down up down nochange nochange down nochange nochange nochange up down down nochange 2 5 7
pert_381654 down up down nochange nochange down nochange nochange nochange up nochange down down 2 5 7
pert_381664 down up down nochange nochange down nochange nochange nochange up up down nochange 3 4 7
pert_382114 down up down nochange nochange down up down nochange nochange nochange down nochange 2 5 7
pert_382276 down up down nochange nochange down up nochange down nochange nochange down nochange 2 5 7
pert_382330 down up down nochange nochange down up nochange nochange down nochange down nochange 2 5 7
pert_382348 down up down nochange nochange down up nochange nochange nochange down down nochange 2 5 7
pert_382356 down up down nochange nochange down up nochange nochange nochange nochange down down 2 5 7
pert_382366 down up down nochange nochange down up nochange nochange nochange up down nochange 3 4 7
pert_382384 down up down nochange nochange down up nochange nochange up nochange down nochange 3 4 7
pert_382762 down up down nochange nochange nochange down down down nochange nochange down nochange 1 6 7
pert_382816 down up down nochange nochange nochange down down nochange down nochange down nochange 1 6 7
pert_382834 down up down nochange nochange nochange down down nochange nochange down down nochange 1 6 7
pert_382842 down up down nochange nochange nochange down down nochange nochange nochange down down 1 6 7
pert_382844 down up down nochange nochange nochange down down nochange nochange nochange down up 2 5 7
pert_382852 down up down nochange nochange nochange down down nochange nochange up down nochange 2 5 7
pert_382870 down up down nochange nochange nochange down down nochange up nochange down nochange 2 5 7
pert_382978 down up down nochange nochange nochange down nochange down down nochange down nochange 1 6 7
pert_382996 down up down nochange nochange nochange down nochange down nochange down down nochange 1 6 7
pert_383004 down up down nochange nochange nochange down nochange down nochange nochange down down 1 6 7
pert_383006 down up down nochange nochange nochange down nochange down nochange nochange down up 2 5 7
pert_383014 down up down nochange nochange nochange down nochange down nochange up down nochange 2 5 7
pert_383032 down up down nochange nochange nochange down nochange down up nochange down nochange 2 5 7
pert_383050 down up down nochange nochange nochange down nochange nochange down down down nochange 1 6 7
pert_383058 down up down nochange nochange nochange down nochange nochange down nochange down down 1 6 7
pert_383060 down up down nochange nochange nochange down nochange nochange down nochange down up 2 5 7
pert_383068 down up down nochange nochange nochange down nochange nochange down up down nochange 2 5 7
pert_383076 down up down nochange nochange nochange down nochange nochange nochange down down down 1 6 7
pert_383078 down up down nochange nochange nochange down nochange nochange nochange down down up 2 5 7
pert_383094 down up down nochange nochange nochange down nochange nochange nochange up down down 2 5 7
pert_383096 down up down nochange nochange nochange down nochange nochange nochange up down up 3 4 7
pert_383104 down up down nochange nochange nochange down nochange nochange up down down nochange 2 5 7
pert_383112 down up down nochange nochange nochange down nochange nochange up nochange down down 2 5 7
pert_383114 down up down nochange nochange nochange down nochange nochange up nochange down up 3 4 7
pert_383122 down up down nochange nochange nochange down nochange nochange up up down nochange 3 4 7
pert_383464 down up down nochange nochange nochange nochange down down down nochange down nochange 1 6 7
pert_383482 down up down nochange nochange nochange nochange down down nochange down down nochange 1 6 7
pert_383490 down up down nochange nochange nochange nochange down down nochange nochange down down 1 6 7
pert_383492 down up down nochange nochange nochange nochange down down nochange nochange down up 2 5 7
pert_383500 down up down nochange nochange nochange nochange down down nochange up down nochange 2 5 7
pert_383518 down up down nochange nochange nochange nochange down down up nochange down nochange 2 5 7
pert_383536 down up down nochange nochange nochange nochange down nochange down down down nochange 1 6 7
pert_383544 down up down nochange nochange nochange nochange down nochange down nochange down down 1 6 7
pert_383546 down up down nochange nochange nochange nochange down nochange down nochange down up 2 5 7
pert_383554 down up down nochange nochange nochange nochange down nochange down up down nochange 2 5 7
pert_383562 down up down nochange nochange nochange nochange down nochange nochange down down down 1 6 7
pert_383564 down up down nochange nochange nochange nochange down nochange nochange down down up 2 5 7
pert_383580 down up down nochange nochange nochange nochange down nochange nochange up down down 2 5 7
pert_383582 down up down nochange nochange nochange nochange down nochange nochange up down up 3 4 7
pert_383590 down up down nochange nochange nochange nochange down nochange up down down nochange 2 5 7
pert_383598 down up down nochange nochange nochange nochange down nochange up nochange down down 2 5 7
pert_383600 down up down nochange nochange nochange nochange down nochange up nochange down up 3 4 7
pert_383608 down up down nochange nochange nochange nochange down nochange up up down nochange 3 4 7
pert_383698 down up down nochange nochange nochange nochange nochange down down down down nochange 1 6 7
pert_383706 down up down nochange nochange nochange nochange nochange down down nochange down down 1 6 7
pert_383708 down up down nochange nochange nochange nochange nochange down down nochange down up 2 5 7
pert_383716 down up down nochange nochange nochange nochange nochange down down up down nochange 2 5 7
pert_383724 down up down nochange nochange nochange nochange nochange down nochange down down down 1 6 7
pert_383726 down up down nochange nochange nochange nochange nochange down nochange down down up 2 5 7
pert_383742 down up down nochange nochange nochange nochange nochange down nochange up down down 2 5 7
pert_383744 down up down nochange nochange nochange nochange nochange down nochange up down up 3 4 7
pert_383752 down up down nochange nochange nochange nochange nochange down up down down nochange 2 5 7
pert_383760 down up down nochange nochange nochange nochange nochange down up nochange down down 2 5 7
pert_383762 down up down nochange nochange nochange nochange nochange down up nochange down up 3 4 7
pert_383770 down up down nochange nochange nochange nochange nochange down up up down nochange 3 4 7
pert_383778 down up down nochange nochange nochange nochange nochange nochange down down down down 1 6 7
pert_383780 down up down nochange nochange nochange nochange nochange nochange down down down up 2 5 7
pert_383796 down up down nochange nochange nochange nochange nochange nochange down up down down 2 5 7
pert_383798 down up down nochange nochange nochange nochange nochange nochange down up down up 3 4 7
pert_383832 down up down nochange nochange nochange nochange nochange nochange up down down down 2 5 7
pert_383834 down up down nochange nochange nochange nochange nochange nochange up down down up 3 4 7
pert_383850 down up down nochange nochange nochange nochange nochange nochange up up down down 3 4 7
pert_383852 down up down nochange nochange nochange nochange nochange nochange up up down up 4 3 7
pert_384220 down up down nochange nochange nochange up down down nochange nochange down nochange 2 5 7
pert_384274 down up down nochange nochange nochange up down nochange down nochange down nochange 2 5 7
pert_384292 down up down nochange nochange nochange up down nochange nochange down down nochange 2 5 7
pert_384300 down up down nochange nochange nochange up down nochange nochange nochange down down 2 5 7
pert_384302 down up down nochange nochange nochange up down nochange nochange nochange down up 3 4 7
pert_384310 down up down nochange nochange nochange up down nochange nochange up down nochange 3 4 7
pert_384328 down up down nochange nochange nochange up down nochange up nochange down nochange 3 4 7
pert_384436 down up down nochange nochange nochange up nochange down down nochange down nochange 2 5 7
