AKT1 CCNA1 CTNNB1 E2F1 GRB2 MAPK1 MAPK14 MAPK8 MDM2 PDK1 SMAD7 SRC TSC1 up down total
pert_88247 down down nochange nochange nochange nochange nochange down down nochange nochange down up 1 5 6
pert_88255 down down nochange nochange nochange nochange nochange down down nochange up down nochange 1 5 6
pert_88273 down down nochange nochange nochange nochange nochange down down up nochange down nochange 1 5 6
pert_88291 down down nochange nochange nochange nochange nochange down nochange down down down nochange 0 6 6
pert_88299 down down nochange nochange nochange nochange nochange down nochange down nochange down down 0 6 6
pert_88301 down down nochange nochange nochange nochange nochange down nochange down nochange down up 1 5 6
pert_88309 down down nochange nochange nochange nochange nochange down nochange down up down nochange 1 5 6
pert_88317 down down nochange nochange nochange nochange nochange down nochange nochange down down down 0 6 6
pert_88319 down down nochange nochange nochange nochange nochange down nochange nochange down down up 1 5 6
pert_88337 down down nochange nochange nochange nochange nochange down nochange nochange up down up 2 4 6
pert_88345 down down nochange nochange nochange nochange nochange down nochange up down down nochange 1 5 6
pert_88353 down down nochange nochange nochange nochange nochange down nochange up nochange down down 1 5 6
pert_88355 down down nochange nochange nochange nochange nochange down nochange up nochange down up 2 4 6
pert_88363 down down nochange nochange nochange nochange nochange down nochange up up down nochange 2 4 6
pert_88409 down down nochange nochange nochange nochange nochange down up nochange nochange down up 2 4 6
pert_88453 down down nochange nochange nochange nochange nochange nochange down down down down nochange 0 6 6
pert_88461 down down nochange nochange nochange nochange nochange nochange down down nochange down down 0 6 6
pert_88463 down down nochange nochange nochange nochange nochange nochange down down nochange down up 1 5 6
pert_88471 down down nochange nochange nochange nochange nochange nochange down down up down nochange 1 5 6
pert_88479 down down nochange nochange nochange nochange nochange nochange down nochange down down down 0 6 6
pert_88481 down down nochange nochange nochange nochange nochange nochange down nochange down down up 1 5 6
pert_88499 down down nochange nochange nochange nochange nochange nochange down nochange up down up 2 4 6
pert_88507 down down nochange nochange nochange nochange nochange nochange down up down down nochange 1 5 6
pert_88515 down down nochange nochange nochange nochange nochange nochange down up nochange down down 1 5 6
pert_88517 down down nochange nochange nochange nochange nochange nochange down up nochange down up 2 4 6
pert_88525 down down nochange nochange nochange nochange nochange nochange down up up down nochange 2 4 6
pert_88533 down down nochange nochange nochange nochange nochange nochange nochange down down down down 0 6 6
pert_88535 down down nochange nochange nochange nochange nochange nochange nochange down down down up 1 5 6
pert_88553 down down nochange nochange nochange nochange nochange nochange nochange down up down up 2 4 6
pert_88587 down down nochange nochange nochange nochange nochange nochange nochange up down down down 1 5 6
pert_88589 down down nochange nochange nochange nochange nochange nochange nochange up down down up 2 4 6
pert_88607 down down nochange nochange nochange nochange nochange nochange nochange up up down up 3 3 6
pert_88625 down down nochange nochange nochange nochange nochange nochange up down nochange down up 2 4 6
pert_88643 down down nochange nochange nochange nochange nochange nochange up nochange down down up 2 4 6
pert_88661 down down nochange nochange nochange nochange nochange nochange up nochange up down up 3 3 6
pert_178237 down nochange down down down down nochange nochange nochange nochange nochange down nochange 0 6 6
pert_179695 down nochange down down down nochange down nochange nochange nochange nochange down nochange 0 6 6
pert_180181 down nochange down down down nochange nochange down nochange nochange nochange down nochange 0 6 6
pert_180343 down nochange down down down nochange nochange nochange down nochange nochange down nochange 0 6 6
pert_180397 down nochange down down down nochange nochange nochange nochange down nochange down nochange 0 6 6
pert_180415 down nochange down down down nochange nochange nochange nochange nochange down down nochange 0 6 6
pert_180423 down nochange down down down nochange nochange nochange nochange nochange nochange down down 0 6 6
pert_180425 down nochange down down down nochange nochange nochange nochange nochange nochange down up 1 5 6
pert_180433 down nochange down down down nochange nochange nochange nochange nochange up down nochange 1 5 6
pert_180451 down nochange down down down nochange nochange nochange nochange up nochange down nochange 1 5 6
pert_180505 down nochange down down down nochange nochange nochange up nochange nochange down nochange 1 5 6
pert_184069 down nochange down down nochange down down nochange nochange nochange nochange down nochange 0 6 6
pert_184555 down nochange down down nochange down nochange down nochange nochange nochange down nochange 0 6 6
pert_184717 down nochange down down nochange down nochange nochange down nochange nochange down nochange 0 6 6
pert_184771 down nochange down down nochange down nochange nochange nochange down nochange down nochange 0 6 6
pert_184789 down nochange down down nochange down nochange nochange nochange nochange down down nochange 0 6 6
pert_184797 down nochange down down nochange down nochange nochange nochange nochange nochange down down 0 6 6
pert_184807 down nochange down down nochange down nochange nochange nochange nochange up down nochange 1 5 6
pert_184825 down nochange down down nochange down nochange nochange nochange up nochange down nochange 1 5 6
pert_184879 down nochange down down nochange down nochange nochange up nochange nochange down nochange 1 5 6
pert_186013 down nochange down down nochange nochange down down nochange nochange nochange down nochange 0 6 6
pert_186175 down nochange down down nochange nochange down nochange down nochange nochange down nochange 0 6 6
pert_186229 down nochange down down nochange nochange down nochange nochange down nochange down nochange 0 6 6
pert_186247 down nochange down down nochange nochange down nochange nochange nochange down down nochange 0 6 6
pert_186257 down nochange down down nochange nochange down nochange nochange nochange nochange down up 1 5 6
pert_186283 down nochange down down nochange nochange down nochange nochange up nochange down nochange 1 5 6
pert_186661 down nochange down down nochange nochange nochange down down nochange nochange down nochange 0 6 6
pert_186715 down nochange down down nochange nochange nochange down nochange down nochange down nochange 0 6 6
pert_186733 down nochange down down nochange nochange nochange down nochange nochange down down nochange 0 6 6
pert_186741 down nochange down down nochange nochange nochange down nochange nochange nochange down down 0 6 6
pert_186743 down nochange down down nochange nochange nochange down nochange nochange nochange down up 1 5 6
pert_186751 down nochange down down nochange nochange nochange down nochange nochange up down nochange 1 5 6
pert_186769 down nochange down down nochange nochange nochange down nochange up nochange down nochange 1 5 6
pert_186823 down nochange down down nochange nochange nochange down up nochange nochange down nochange 1 5 6
pert_186877 down nochange down down nochange nochange nochange nochange down down nochange down nochange 0 6 6
pert_186895 down nochange down down nochange nochange nochange nochange down nochange down down nochange 0 6 6
pert_186903 down nochange down down nochange nochange nochange nochange down nochange nochange down down 0 6 6
pert_186905 down nochange down down nochange nochange nochange nochange down nochange nochange down up 1 5 6
pert_186913 down nochange down down nochange nochange nochange nochange down nochange up down nochange 1 5 6
pert_186931 down nochange down down nochange nochange nochange nochange down up nochange down nochange 1 5 6
pert_186949 down nochange down down nochange nochange nochange nochange nochange down down down nochange 0 6 6
pert_186957 down nochange down down nochange nochange nochange nochange nochange down nochange down down 0 6 6
pert_186959 down nochange down down nochange nochange nochange nochange nochange down nochange down up 1 5 6
pert_186967 down nochange down down nochange nochange nochange nochange nochange down up down nochange 1 5 6
pert_186975 down nochange down down nochange nochange nochange nochange nochange nochange down down down 0 6 6
pert_186977 down nochange down down nochange nochange nochange nochange nochange nochange down down up 1 5 6
pert_186993 down nochange down down nochange nochange nochange nochange nochange nochange up down down 1 5 6
pert_186995 down nochange down down nochange nochange nochange nochange nochange nochange up down up 2 4 6
pert_187003 down nochange down down nochange nochange nochange nochange nochange up down down nochange 1 5 6
pert_187011 down nochange down down nochange nochange nochange nochange nochange up nochange down down 1 5 6
pert_187013 down nochange down down nochange nochange nochange nochange nochange up nochange down up 2 4 6
pert_187021 down nochange down down nochange nochange nochange nochange nochange up up down nochange 2 4 6
pert_187039 down nochange down down nochange nochange nochange nochange up down nochange down nochange 1 5 6
pert_187057 down nochange down down nochange nochange nochange nochange up nochange down down nochange 1 5 6
pert_187065 down nochange down down nochange nochange nochange nochange up nochange nochange down down 1 5 6
pert_187067 down nochange down down nochange nochange nochange nochange up nochange nochange down up 2 4 6
pert_187075 down nochange down down nochange nochange nochange nochange up nochange up down nochange 2 4 6
pert_187093 down nochange down down nochange nochange nochange nochange up up nochange down nochange 2 4 6
pert_197191 down nochange down nochange down down down nochange nochange nochange nochange down nochange 0 6 6
pert_197677 down nochange down nochange down down nochange down nochange nochange nochange down nochange 0 6 6
pert_197839 down nochange down nochange down down nochange nochange down nochange nochange down nochange 0 6 6
pert_197893 down nochange down nochange down down nochange nochange nochange down nochange down nochange 0 6 6
pert_197911 down nochange down nochange down down nochange nochange nochange nochange down down nochange 0 6 6
pert_197919 down nochange down nochange down down nochange nochange nochange nochange nochange down down 0 6 6
pert_197921 down nochange down nochange down down nochange nochange nochange nochange nochange down up 1 5 6
pert_197929 down nochange down nochange down down nochange nochange nochange nochange up down nochange 1 5 6
pert_197947 down nochange down nochange down down nochange nochange nochange up nochange down nochange 1 5 6
pert_198001 down nochange down nochange down down nochange nochange up nochange nochange down nochange 1 5 6
pert_199135 down nochange down nochange down nochange down down nochange nochange nochange down nochange 0 6 6
pert_199297 down nochange down nochange down nochange down nochange down nochange nochange down nochange 0 6 6
pert_199351 down nochange down nochange down nochange down nochange nochange down nochange down nochange 0 6 6
pert_199369 down nochange down nochange down nochange down nochange nochange nochange down down nochange 0 6 6
pert_199377 down nochange down nochange down nochange down nochange nochange nochange nochange down down 0 6 6
pert_199379 down nochange down nochange down nochange down nochange nochange nochange nochange down up 1 5 6
pert_199387 down nochange down nochange down nochange down nochange nochange nochange up down nochange 1 5 6
pert_199405 down nochange down nochange down nochange down nochange nochange up nochange down nochange 1 5 6
pert_199459 down nochange down nochange down nochange down nochange up nochange nochange down nochange 1 5 6
pert_199783 down nochange down nochange down nochange nochange down down nochange nochange down nochange 0 6 6
pert_199837 down nochange down nochange down nochange nochange down nochange down nochange down nochange 0 6 6
pert_199855 down nochange down nochange down nochange nochange down nochange nochange down down nochange 0 6 6
pert_199863 down nochange down nochange down nochange nochange down nochange nochange nochange down down 0 6 6
pert_199865 down nochange down nochange down nochange nochange down nochange nochange nochange down up 1 5 6
pert_199873 down nochange down nochange down nochange nochange down nochange nochange up down nochange 1 5 6
pert_199891 down nochange down nochange down nochange nochange down nochange up nochange down nochange 1 5 6
pert_199945 down nochange down nochange down nochange nochange down up nochange nochange down nochange 1 5 6
pert_199999 down nochange down nochange down nochange nochange nochange down down nochange down nochange 0 6 6
pert_200017 down nochange down nochange down nochange nochange nochange down nochange down down nochange 0 6 6
pert_200025 down nochange down nochange down nochange nochange nochange down nochange nochange down down 0 6 6
pert_200027 down nochange down nochange down nochange nochange nochange down nochange nochange down up 1 5 6
pert_200035 down nochange down nochange down nochange nochange nochange down nochange up down nochange 1 5 6
pert_200053 down nochange down nochange down nochange nochange nochange down up nochange down nochange 1 5 6
pert_200071 down nochange down nochange down nochange nochange nochange nochange down down down nochange 0 6 6
pert_200079 down nochange down nochange down nochange nochange nochange nochange down nochange down down 0 6 6
pert_200081 down nochange down nochange down nochange nochange nochange nochange down nochange down up 1 5 6
pert_200089 down nochange down nochange down nochange nochange nochange nochange down up down nochange 1 5 6
pert_200097 down nochange down nochange down nochange nochange nochange nochange nochange down down down 0 6 6
pert_200099 down nochange down nochange down nochange nochange nochange nochange nochange down down up 1 5 6
pert_200115 down nochange down nochange down nochange nochange nochange nochange nochange up down down 1 5 6
pert_200117 down nochange down nochange down nochange nochange nochange nochange nochange up down up 2 4 6
pert_200125 down nochange down nochange down nochange nochange nochange nochange up down down nochange 1 5 6
pert_200133 down nochange down nochange down nochange nochange nochange nochange up nochange down down 1 5 6
pert_200135 down nochange down nochange down nochange nochange nochange nochange up nochange down up 2 4 6
pert_200143 down nochange down nochange down nochange nochange nochange nochange up up down nochange 2 4 6
pert_200161 down nochange down nochange down nochange nochange nochange up down nochange down nochange 1 5 6
pert_200179 down nochange down nochange down nochange nochange nochange up nochange down down nochange 1 5 6
pert_200187 down nochange down nochange down nochange nochange nochange up nochange nochange down down 1 5 6
pert_200189 down nochange down nochange down nochange nochange nochange up nochange nochange down up 2 4 6
pert_200197 down nochange down nochange down nochange nochange nochange up nochange up down nochange 2 4 6
pert_200215 down nochange down nochange down nochange nochange nochange up up nochange down nochange 2 4 6
pert_203509 down nochange down nochange nochange down down down nochange nochange nochange down nochange 0 6 6
pert_203671 down nochange down nochange nochange down down nochange down nochange nochange down nochange 0 6 6
pert_203725 down nochange down nochange nochange down down nochange nochange down nochange down nochange 0 6 6
pert_203743 down nochange down nochange nochange down down nochange nochange nochange down down nochange 0 6 6
pert_203751 down nochange down nochange nochange down down nochange nochange nochange nochange down down 0 6 6
pert_203761 down nochange down nochange nochange down down nochange nochange nochange up down nochange 1 5 6
pert_203779 down nochange down nochange nochange down down nochange nochange up nochange down nochange 1 5 6
pert_203833 down nochange down nochange nochange down down nochange up nochange nochange down nochange 1 5 6
pert_204157 down nochange down nochange nochange down nochange down down nochange nochange down nochange 0 6 6
pert_204211 down nochange down nochange nochange down nochange down nochange down nochange down nochange 0 6 6
pert_204229 down nochange down nochange nochange down nochange down nochange nochange down down nochange 0 6 6
pert_204237 down nochange down nochange nochange down nochange down nochange nochange nochange down down 0 6 6
pert_204247 down nochange down nochange nochange down nochange down nochange nochange up down nochange 1 5 6
pert_204265 down nochange down nochange nochange down nochange down nochange up nochange down nochange 1 5 6
pert_204373 down nochange down nochange nochange down nochange nochange down down nochange down nochange 0 6 6
pert_204391 down nochange down nochange nochange down nochange nochange down nochange down down nochange 0 6 6
pert_204399 down nochange down nochange nochange down nochange nochange down nochange nochange down down 0 6 6
pert_204409 down nochange down nochange nochange down nochange nochange down nochange up down nochange 1 5 6
pert_204427 down nochange down nochange nochange down nochange nochange down up nochange down nochange 1 5 6
pert_204445 down nochange down nochange nochange down nochange nochange nochange down down down nochange 0 6 6
pert_204453 down nochange down nochange nochange down nochange nochange nochange down nochange down down 0 6 6
pert_204463 down nochange down nochange nochange down nochange nochange nochange down up down nochange 1 5 6
pert_204471 down nochange down nochange nochange down nochange nochange nochange nochange down down down 0 6 6
pert_204489 down nochange down nochange nochange down nochange nochange nochange nochange up down down 1 5 6
pert_204499 down nochange down nochange nochange down nochange nochange nochange up down down nochange 1 5 6
pert_204507 down nochange down nochange nochange down nochange nochange nochange up nochange down down 1 5 6
pert_204517 down nochange down nochange nochange down nochange nochange nochange up up down nochange 2 4 6
pert_204535 down nochange down nochange nochange down nochange nochange up down nochange down nochange 1 5 6
pert_204589 down nochange down nochange nochange down nochange nochange up up nochange down nochange 2 4 6
pert_205615 down nochange down nochange nochange nochange down down down nochange nochange down nochange 0 6 6
pert_205669 down nochange down nochange nochange nochange down down nochange down nochange down nochange 0 6 6
pert_205687 down nochange down nochange nochange nochange down down nochange nochange down down nochange 0 6 6
pert_205697 down nochange down nochange nochange nochange down down nochange nochange nochange down up 1 5 6
pert_205723 down nochange down nochange nochange nochange down down nochange up nochange down nochange 1 5 6
pert_205777 down nochange down nochange nochange nochange down down up nochange nochange down nochange 1 5 6
pert_205831 down nochange down nochange nochange nochange down nochange down down nochange down nochange 0 6 6
pert_205849 down nochange down nochange nochange nochange down nochange down nochange down down nochange 0 6 6
pert_205857 down nochange down nochange nochange nochange down nochange down nochange nochange down down 0 6 6
pert_205859 down nochange down nochange nochange nochange down nochange down nochange nochange down up 1 5 6
pert_205867 down nochange down nochange nochange nochange down nochange down nochange up down nochange 1 5 6
pert_205885 down nochange down nochange nochange nochange down nochange down up nochange down nochange 1 5 6
pert_205903 down nochange down nochange nochange nochange down nochange nochange down down down nochange 0 6 6
pert_205911 down nochange down nochange nochange nochange down nochange nochange down nochange down down 0 6 6
pert_205913 down nochange down nochange nochange nochange down nochange nochange down nochange down up 1 5 6
pert_205921 down nochange down nochange nochange nochange down nochange nochange down up down nochange 1 5 6
pert_205929 down nochange down nochange nochange nochange down nochange nochange nochange down down down 0 6 6
pert_205931 down nochange down nochange nochange nochange down nochange nochange nochange down down up 1 5 6
pert_205947 down nochange down nochange nochange nochange down nochange nochange nochange up down down 1 5 6
pert_205949 down nochange down nochange nochange nochange down nochange nochange nochange up down up 2 4 6
pert_205957 down nochange down nochange nochange nochange down nochange nochange up down down nochange 1 5 6
pert_205965 down nochange down nochange nochange nochange down nochange nochange up nochange down down 1 5 6
pert_205967 down nochange down nochange nochange nochange down nochange nochange up nochange down up 2 4 6
pert_205975 down nochange down nochange nochange nochange down nochange nochange up up down nochange 2 4 6
pert_205993 down nochange down nochange nochange nochange down nochange up down nochange down nochange 1 5 6
pert_206011 down nochange down nochange nochange nochange down nochange up nochange down down nochange 1 5 6
pert_206021 down nochange down nochange nochange nochange down nochange up nochange nochange down up 2 4 6
pert_206047 down nochange down nochange nochange nochange down nochange up up nochange down nochange 2 4 6
pert_206317 down nochange down nochange nochange nochange nochange down down down nochange down nochange 0 6 6
pert_206335 down nochange down nochange nochange nochange nochange down down nochange down down nochange 0 6 6
pert_206343 down nochange down nochange nochange nochange nochange down down nochange nochange down down 0 6 6
pert_206345 down nochange down nochange nochange nochange nochange down down nochange nochange down up 1 5 6
pert_206353 down nochange down nochange nochange nochange nochange down down nochange up down nochange 1 5 6
pert_206371 down nochange down nochange nochange nochange nochange down down up nochange down nochange 1 5 6
pert_206389 down nochange down nochange nochange nochange nochange down nochange down down down nochange 0 6 6
pert_206397 down nochange down nochange nochange nochange nochange down nochange down nochange down down 0 6 6
pert_206399 down nochange down nochange nochange nochange nochange down nochange down nochange down up 1 5 6
pert_206407 down nochange down nochange nochange nochange nochange down nochange down up down nochange 1 5 6
pert_206415 down nochange down nochange nochange nochange nochange down nochange nochange down down down 0 6 6
pert_206417 down nochange down nochange nochange nochange nochange down nochange nochange down down up 1 5 6
pert_206433 down nochange down nochange nochange nochange nochange down nochange nochange up down down 1 5 6
pert_206435 down nochange down nochange nochange nochange nochange down nochange nochange up down up 2 4 6
pert_206443 down nochange down nochange nochange nochange nochange down nochange up down down nochange 1 5 6
pert_206451 down nochange down nochange nochange nochange nochange down nochange up nochange down down 1 5 6
pert_206453 down nochange down nochange nochange nochange nochange down nochange up nochange down up 2 4 6
pert_206461 down nochange down nochange nochange nochange nochange down nochange up up down nochange 2 4 6
pert_206479 down nochange down nochange nochange nochange nochange down up down nochange down nochange 1 5 6
pert_206497 down nochange down nochange nochange nochange nochange down up nochange down down nochange 1 5 6
pert_206505 down nochange down nochange nochange nochange nochange down up nochange nochange down down 1 5 6
pert_206507 down nochange down nochange nochange nochange nochange down up nochange nochange down up 2 4 6
pert_206515 down nochange down nochange nochange nochange nochange down up nochange up down nochange 2 4 6
pert_206533 down nochange down nochange nochange nochange nochange down up up nochange down nochange 2 4 6
pert_206551 down nochange down nochange nochange nochange nochange nochange down down down down nochange 0 6 6
pert_206559 down nochange down nochange nochange nochange nochange nochange down down nochange down down 0 6 6
pert_206561 down nochange down nochange nochange nochange nochange nochange down down nochange down up 1 5 6
pert_206569 down nochange down nochange nochange nochange nochange nochange down down up down nochange 1 5 6
pert_206577 down nochange down nochange nochange nochange nochange nochange down nochange down down down 0 6 6
pert_206579 down nochange down nochange nochange nochange nochange nochange down nochange down down up 1 5 6
pert_206595 down nochange down nochange nochange nochange nochange nochange down nochange up down down 1 5 6
pert_206597 down nochange down nochange nochange nochange nochange nochange down nochange up down up 2 4 6
pert_206605 down nochange down nochange nochange nochange nochange nochange down up down down nochange 1 5 6
pert_206613 down nochange down nochange nochange nochange nochange nochange down up nochange down down 1 5 6
pert_206615 down nochange down nochange nochange nochange nochange nochange down up nochange down up 2 4 6
pert_206623 down nochange down nochange nochange nochange nochange nochange down up up down nochange 2 4 6
pert_206631 down nochange down nochange nochange nochange nochange nochange nochange down down down down 0 6 6
pert_206633 down nochange down nochange nochange nochange nochange nochange nochange down down down up 1 5 6
pert_206649 down nochange down nochange nochange nochange nochange nochange nochange down up down down 1 5 6
pert_206651 down nochange down nochange nochange nochange nochange nochange nochange down up down up 2 4 6
pert_206685 down nochange down nochange nochange nochange nochange nochange nochange up down down down 1 5 6
pert_206687 down nochange down nochange nochange nochange nochange nochange nochange up down down up 2 4 6
pert_206703 down nochange down nochange nochange nochange nochange nochange nochange up up down down 2 4 6
pert_206705 down nochange down nochange nochange nochange nochange nochange nochange up up down up 3 3 6
pert_206713 down nochange down nochange nochange nochange nochange nochange up down down down nochange 1 5 6
pert_206721 down nochange down nochange nochange nochange nochange nochange up down nochange down down 1 5 6
pert_206723 down nochange down nochange nochange nochange nochange nochange up down nochange down up 2 4 6
pert_206731 down nochange down nochange nochange nochange nochange nochange up down up down nochange 2 4 6
pert_206741 down nochange down nochange nochange nochange nochange nochange up nochange down down up 2 4 6
pert_206759 down nochange down nochange nochange nochange nochange nochange up nochange up down up 3 3 6
pert_206767 down nochange down nochange nochange nochange nochange nochange up up down down nochange 2 4 6
pert_206775 down nochange down nochange nochange nochange nochange nochange up up nochange down down 2 4 6
pert_206777 down nochange down nochange nochange nochange nochange nochange up up nochange down up 3 3 6
pert_206785 down nochange down nochange nochange nochange nochange nochange up up up down nochange 3 3 6
pert_236557 down nochange nochange down down down down nochange nochange nochange nochange down nochange 0 6 6
pert_237043 down nochange nochange down down down nochange down nochange nochange nochange down nochange 0 6 6
pert_237205 down nochange nochange down down down nochange nochange down nochange nochange down nochange 0 6 6
pert_237259 down nochange nochange down down down nochange nochange nochange down nochange down nochange 0 6 6
pert_237277 down nochange nochange down down down nochange nochange nochange nochange down down nochange 0 6 6
pert_237285 down nochange nochange down down down nochange nochange nochange nochange nochange down down 0 6 6
pert_237287 down nochange nochange down down down nochange nochange nochange nochange nochange down up 1 5 6
pert_237295 down nochange nochange down down down nochange nochange nochange nochange up down nochange 1 5 6
pert_237313 down nochange nochange down down down nochange nochange nochange up nochange down nochange 1 5 6
pert_237367 down nochange nochange down down down nochange nochange up nochange nochange down nochange 1 5 6
pert_238501 down nochange nochange down down nochange down down nochange nochange nochange down nochange 0 6 6
pert_238663 down nochange nochange down down nochange down nochange down nochange nochange down nochange 0 6 6
pert_238717 down nochange nochange down down nochange down nochange nochange down nochange down nochange 0 6 6
pert_238735 down nochange nochange down down nochange down nochange nochange nochange down down nochange 0 6 6
pert_238745 down nochange nochange down down nochange down nochange nochange nochange nochange down up 1 5 6
pert_238771 down nochange nochange down down nochange down nochange nochange up nochange down nochange 1 5 6
pert_238825 down nochange nochange down down nochange down nochange up nochange nochange down nochange 1 5 6
pert_239125 down nochange nochange down down nochange nochange down down down nochange nochange nochange 0 6 6
pert_239143 down nochange nochange down down nochange nochange down down nochange down nochange nochange 0 6 6
pert_239149 down nochange nochange down down nochange nochange down down nochange nochange down nochange 0 6 6
pert_239161 down nochange nochange down down nochange nochange down down nochange up nochange nochange 1 5 6
pert_239179 down nochange nochange down down nochange nochange down down up nochange nochange nochange 1 5 6
pert_239197 down nochange nochange down down nochange nochange down nochange down down nochange nochange 0 6 6
pert_239203 down nochange nochange down down nochange nochange down nochange down nochange down nochange 0 6 6
pert_239215 down nochange nochange down down nochange nochange down nochange down up nochange nochange 1 5 6
pert_239221 down nochange nochange down down nochange nochange down nochange nochange down down nochange 0 6 6
pert_239229 down nochange nochange down down nochange nochange down nochange nochange nochange down down 0 6 6
pert_239231 down nochange nochange down down nochange nochange down nochange nochange nochange down up 1 5 6
pert_239239 down nochange nochange down down nochange nochange down nochange nochange up down nochange 1 5 6
pert_239251 down nochange nochange down down nochange nochange down nochange up down nochange nochange 1 5 6
pert_239257 down nochange nochange down down nochange nochange down nochange up nochange down nochange 1 5 6
pert_239311 down nochange nochange down down nochange nochange down up nochange nochange down nochange 1 5 6
pert_239365 down nochange nochange down down nochange nochange nochange down down nochange down nochange 0 6 6
pert_239383 down nochange nochange down down nochange nochange nochange down nochange down down nochange 0 6 6
pert_239391 down nochange nochange down down nochange nochange nochange down nochange nochange down down 0 6 6
pert_239393 down nochange nochange down down nochange nochange nochange down nochange nochange down up 1 5 6
pert_239401 down nochange nochange down down nochange nochange nochange down nochange up down nochange 1 5 6
pert_239419 down nochange nochange down down nochange nochange nochange down up nochange down nochange 1 5 6
pert_239437 down nochange nochange down down nochange nochange nochange nochange down down down nochange 0 6 6
pert_239445 down nochange nochange down down nochange nochange nochange nochange down nochange down down 0 6 6
pert_239447 down nochange nochange down down nochange nochange nochange nochange down nochange down up 1 5 6
pert_239455 down nochange nochange down down nochange nochange nochange nochange down up down nochange 1 5 6
pert_239463 down nochange nochange down down nochange nochange nochange nochange nochange down down down 0 6 6
pert_239465 down nochange nochange down down nochange nochange nochange nochange nochange down down up 1 5 6
pert_239483 down nochange nochange down down nochange nochange nochange nochange nochange up down up 2 4 6
pert_239491 down nochange nochange down down nochange nochange nochange nochange up down down nochange 1 5 6
pert_239499 down nochange nochange down down nochange nochange nochange nochange up nochange down down 1 5 6
pert_239501 down nochange nochange down down nochange nochange nochange nochange up nochange down up 2 4 6
pert_239509 down nochange nochange down down nochange nochange nochange nochange up up down nochange 2 4 6
pert_239527 down nochange nochange down down nochange nochange nochange up down nochange down nochange 1 5 6
pert_239545 down nochange nochange down down nochange nochange nochange up nochange down down nochange 1 5 6
pert_239555 down nochange nochange down down nochange nochange nochange up nochange nochange down up 2 4 6
pert_239563 down nochange nochange down down nochange nochange nochange up nochange up down nochange 2 4 6
pert_239581 down nochange nochange down down nochange nochange nochange up up nochange down nochange 2 4 6
pert_242875 down nochange nochange down nochange down down down nochange nochange nochange down nochange 0 6 6
pert_243037 down nochange nochange down nochange down down nochange down nochange nochange down nochange 0 6 6
pert_243091 down nochange nochange down nochange down down nochange nochange down nochange down nochange 0 6 6
pert_243109 down nochange nochange down nochange down down nochange nochange nochange down down nochange 0 6 6
pert_243145 down nochange nochange down nochange down down nochange nochange up nochange down nochange 1 5 6
pert_243199 down nochange nochange down nochange down down nochange up nochange nochange down nochange 1 5 6
pert_243523 down nochange nochange down nochange down nochange down down nochange nochange down nochange 0 6 6
pert_243577 down nochange nochange down nochange down nochange down nochange down nochange down nochange 0 6 6
pert_243595 down nochange nochange down nochange down nochange down nochange nochange down down nochange 0 6 6
pert_243603 down nochange nochange down nochange down nochange down nochange nochange nochange down down 0 6 6
pert_243605 down nochange nochange down nochange down nochange down nochange nochange nochange down up 1 5 6
pert_243613 down nochange nochange down nochange down nochange down nochange nochange up down nochange 1 5 6
pert_243631 down nochange nochange down nochange down nochange down nochange up nochange down nochange 1 5 6
pert_243685 down nochange nochange down nochange down nochange down up nochange nochange down nochange 1 5 6
pert_243739 down nochange nochange down nochange down nochange nochange down down nochange down nochange 0 6 6
pert_243757 down nochange nochange down nochange down nochange nochange down nochange down down nochange 0 6 6
pert_243765 down nochange nochange down nochange down nochange nochange down nochange nochange down down 0 6 6
pert_243775 down nochange nochange down nochange down nochange nochange down nochange up down nochange 1 5 6
pert_243793 down nochange nochange down nochange down nochange nochange down up nochange down nochange 1 5 6
pert_243811 down nochange nochange down nochange down nochange nochange nochange down down down nochange 0 6 6
pert_243819 down nochange nochange down nochange down nochange nochange nochange down nochange down down 0 6 6
pert_243829 down nochange nochange down nochange down nochange nochange nochange down up down nochange 1 5 6
pert_243837 down nochange nochange down nochange down nochange nochange nochange nochange down down down 0 6 6
pert_243855 down nochange nochange down nochange down nochange nochange nochange nochange up down down 1 5 6
pert_243865 down nochange nochange down nochange down nochange nochange nochange up down down nochange 1 5 6
pert_243873 down nochange nochange down nochange down nochange nochange nochange up nochange down down 1 5 6
pert_243883 down nochange nochange down nochange down nochange nochange nochange up up down nochange 2 4 6
pert_243901 down nochange nochange down nochange down nochange nochange up down nochange down nochange 1 5 6
pert_243919 down nochange nochange down nochange down nochange nochange up nochange down down nochange 1 5 6
pert_243927 down nochange nochange down nochange down nochange nochange up nochange nochange down down 1 5 6
pert_243937 down nochange nochange down nochange down nochange nochange up nochange up down nochange 2 4 6
pert_243955 down nochange nochange down nochange down nochange nochange up up nochange down nochange 2 4 6
pert_244981 down nochange nochange down nochange nochange down down down nochange nochange down nochange 0 6 6
pert_245035 down nochange nochange down nochange nochange down down nochange down nochange down nochange 0 6 6
pert_245053 down nochange nochange down nochange nochange down down nochange nochange down down nochange 0 6 6
pert_245063 down nochange nochange down nochange nochange down down nochange nochange nochange down up 1 5 6
pert_245089 down nochange nochange down nochange nochange down down nochange up nochange down nochange 1 5 6
pert_245143 down nochange nochange down nochange nochange down down up nochange nochange down nochange 1 5 6
pert_245197 down nochange nochange down nochange nochange down nochange down down nochange down nochange 0 6 6
